name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Jeremy Ruckert,58,58,TE,TE,NYJ,2965446,16,32,24,179,11.2,7.5,2,0,23,1.4,2026
Nate Adkins,59,59,TE,TE,DEN,2977285,17,23,16,108,6.4,6.8,3,0,22,1.3,2026
Charlie Woerner,60,60,TE,TE,ATL,2248629,16,29,23,204,12.8,8.9,1,0,18,1.1,2026
Tommy Tremble,61,61,TE,TE,CAR,2969027,16,32,23,195,12.2,8.5,1,0,18,1.1,2026
Elijah Higgins,62,62,TE,TE,ARI,3122914,16,27,22,215,13.4,9.8,1,1,18,1.1,2026
John Bates,63,65,TE,TE,WAS,2257291,16,30,20,190,11.9,9.5,1,0,17,1.1,2026
Ja'Tavion Sanders,64,66,TE,TE,CAR,26731381,16,29,24,187,11.7,7.8,1,0,17,1.1,2026
Grant Calcaterra,65,63,TE,TE,PHI,2804129,13,25,19,199,15.3,10.5,1,0,17,1.3,2026
Ben Sinnott,66,64,TE,TE,WAS,3168647,16,13,12,124,7.8,10.3,2,0,17,1.1,2026
Luke Musgrave,67,68,TE,TE,GB,3129283,12,27,20,198,16.5,9.9,1,0,16,1.3,2026
Jackson Hawes,68,67,TE,TE,BUF,3135324,16,12,10,111,6.9,11.1,2,0,16,1,2026
Will Kacmarek,69,69,TE,TE,MIA,26717403,16,29,20,190,11.9,9.5,1,1,15,0.9,2026
Mitchell Evans,70,70,TE,TE,CAR,26693662,16,22,15,130,8.1,8.7,1,0,12,0.8,2026
Noah Gray,71,72,TE,TE,KC,2866903,17,25,16,147,8.6,9.2,1,0,12,0.7,2026
Luke Schoonmaker,72,71,TE,TE,DAL,2968473,16,20,14,129,8.1,9.2,1,0,12,0.8,2026
Foster Moreau,73,73,TE,TE,HOU,2180634,16,13,10,118,7.4,11.8,1,0,11,0.7,2026
Jack Endries,74,75,TE,TE,CIN,28916552,16,15,12,116,7.3,9.7,1,0,11,0.7,2026
Max Klare,75,74,TE,TE,LAR,28921209,16,14,11,115,7.2,10.5,1,0,11,0.7,2026
Durham Smythe,76,82,TE,TE,BAL,2082845,16,15,10,101,6.3,10.1,1,0,10,0.6,2026
Drew Sample,77,85,TE,TE,CIN,2139646,16,14,12,94,5.9,7.8,1,0,10,0.6,2026
Seydou Traore,78,89,TE,TE,MIA,26696643,16,11,9,83,5.2,9.2,1,0,10,0.6,2026
Thomas Fidone II,79,81,TE,TE,NYG,26699695,16,11,9,92,5.8,10.2,1,0,10,0.6,2026
Elijah Arroyo,80,78,TE,TE,SEA,26700496,16,17,10,108,6.8,10.8,1,0,10,0.6,2026
Josh Cuevas,81,91,TE,TE,BAL,26706410,16,10,8,95,5.9,11.9,1,0,10,0.6,2026
Bauer Sharp,82,86,TE,TE,TB,26730919,16,13,10,102,6.4,10.2,1,0,10,0.6,2026
Hunter Long,83,92,TE,TE,ARI,2867428,16,16,11,84,5.3,7.6,1,0,10,0.6,2026
Jake Tonges,84,77,TE,TE,SF,2870660,16,15,11,96,6,8.7,1,0,10,0.6,2026
Oscar Delp,85,76,TE,TE,NO,28873644,16,14,11,110,6.9,10,1,0,10,0.6,2026
Tanner Koziol,86,93,TE,TE,JAC,28874303,16,12,9,108,6.8,12,1,0,10,0.6,2026
Sam Roush,87,84,TE,TE,CHI,28877184,16,13,10,105,6.6,10.5,1,0,10,0.6,2026
Justin Joly,88,94,TE,TE,MIA,28927892,16,11,9,83,5.2,9.2,1,0,10,0.6,2026
Dallen Bentley,89,88,TE,TE,DEN,29164633,17,15,12,104,6.1,8.7,1,0,10,0.6,2026
Brevyn Spann-Ford,90,79,TE,TE,DAL,2961760,16,15,12,105,6.6,8.8,1,0,10,0.6,2026
Josh Whyle,91,87,TE,TE,GB,2962513,16,12,10,91,5.7,9.1,1,0,10,0.6,2026
Payne Durham,92,90,TE,TE,TB,2968469,16,15,8,86,5.4,10.8,1,0,10,0.6,2026
Jared Wiley,93,83,TE,TE,KC,3123819,17,14,11,98,5.8,8.9,1,0,10,0.6,2026
Cade Stover,94,80,TE,TE,HOU,3125978,16,17,12,99,6.2,8.3,1,0,10,0.6,2026
Chris Manhertz,95,96,TE,TE,NYG,2167520,16,11,8,77,4.8,9.6,1,0,9,0.6,2026
K. Kieft,96,98,TE,TE,TB,2239763,16,9,7,74,4.6,10.6,1,0,9,0.6,2026
Andrew Ogletree,97,95,TE,TE,IND,26725942,16,13,7,67,4.2,9.6,1,0,9,0.6,2026
Blake Whiteheart,98,97,TE,TE,CLE,2964419,16,14,8,69,4.3,8.6,1,0,9,0.6,2026
Will Mallory,99,99,TE,TE,IND,2962073,13,10,8,97,7.5,12.1,1,0,8,0.6,2026
Luke Farrell,100,100,TE,TE,SF,2260977,16,7,6,44,2.8,7.3,1,0,7,0.4,2026
