name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Woody Marks,44,43,RB,RB,HOU,3171045,17,150,561,3.7,3,32,21,179,10.5,8.5,3,1,93,5.5,2026
Josh Jacobs,45,45,RB,RB,GB,2257876,14,128,506,4,6,27,21,171,12.2,8.1,1,1,91,6.5,2026
Braelon Allen,46,46,RB,RB,NYJ,26726580,17,141,550,3.9,6,21,15,111,6.5,7.4,1,3,87,5.1,2026
Kaelon Black,47,47,RB,RB,SF,3162599,17,152,593,3.9,5,17,13,128,7.5,9.9,1,2,87,5.1,2026
Tank Bigsby,48,48,RB,RB,PHI,3162021,17,126,649,5.2,5,6,4,35,2.1,8.8,0,1,85,5,2026
Jordan James,49,49,RB,RB,SF,28916212,17,126,494,3.9,4,31,24,235,13.8,9.8,1,2,82,4.8,2026
Tyjae Spears,50,50,RB,RB,TEN,3122588,17,93,347,3.7,4,56,50,327,19.2,6.5,1,1,79,4.6,2026
Dylan Sampson,51,51,RB,RB,CLE,28912068,17,105,289,2.8,2,53,44,351,20.6,8,3,2,74,4.4,2026
Zach Charbonnet,52,52,RB,RB,SEA,3123810,13,113,449,4,6,20,16,129,9.9,8.1,0,1,73,5.6,2026
Malik Davis,53,53,RB,RB,DAL,2773009,17,115,554,4.8,4,17,9,75,4.4,8.3,0,1,72,4.2,2026
Brian Robinson Jr.,54,54,RB,RB,ATL,2741207,17,120,528,4.4,4,6,4,23,1.4,5.8,0,1,69,4.1,2026
Tyler Allgeier,55,55,RB,RB,ARI,2975590,17,126,442,3.5,5,17,16,96,5.6,6,0,1,68,4,2026
Alvin Kamara,56,56,RB,RB,NO,2082721,16,117,441,3.8,3,39,31,227,14.2,7.3,0,1,67,4.2,2026
Justice Hill,57,57,RB,RB,BAL,2250388,17,64,325,5.1,3,32,26,218,12.8,8.4,2,0,67,3.9,2026
A. Dillon,58,59,RB,RB,CAR,2867083,17,121,532,4.4,3,20,18,146,8.6,8.1,1,5,66,3.9,2026
Emanuel Wilson,59,60,RB,RB,SEA,29104952,17,129,531,4.1,3,17,14,94,5.5,6.7,0,1,66,3.9,2026
Tyrone Tracy Jr.,60,58,RB,RB,NYG,2963637,17,123,524,4.3,2,25,19,140,8.2,7.4,1,1,66,3.9,2026
T. Johnson,61,61,RB,RB,BUF,2179323,17,53,225,4.3,2,33,24,280,16.5,11.7,3,0,64,3.8,2026
Christopher Brooks,62,62,RB,RB,GB,2962350,17,118,539,4.6,2,17,13,92,5.4,7.1,0,1,60,3.5,2026
Samaje Perine,63,63,RB,RB,CIN,2131148,17,96,443,4.6,4,22,17,132,7.8,7.8,0,3,59,3.5,2026
Isiah Pacheco,64,64,RB,RB,DET,2966551,13,113,473,4.2,2,27,20,119,9.2,6,1,1,58,4.5,2026
Keaton Mitchell,65,65,RB,RB,LAC,3164710,17,108,473,4.4,2,14,11,72,4.2,6.6,0,1,51,3,2026
James Conner,66,68,RB,RB,ARI,2071585,13,65,217,3.3,2,32,28,213,16.4,7.6,2,0,48,3.7,2026
Najee Harris,67,67,RB,RB,NYG,2741200,17,80,352,4.4,3,12,10,75,4.4,7.5,0,0,48,2.8,2026
Kimani Vidal,68,66,RB,RB,LAC,3163421,17,87,333,3.8,2,22,16,145,8.5,9.1,1,0,48,2.8,2026
Adam Randall,69,69,RB,RB,BAL,28878514,13,62,339,5.5,2,17,13,141,10.8,10.9,1,1,47,3.6,2026
Jaylen Wright,70,70,RB,RB,MIA,26698774,17,104,384,3.7,2,12,7,49,2.9,7,0,2,39,2.3,2026
Kyle Juszczyk,71,71,RB,FB,SF,1683145,17,4,2,0.5,0,33,27,257,15.1,9.5,2,0,30,1.8,2026
Brashard Smith,72,72,RB,RB,KC,26694196,17,53,186,3.5,1,30,21,142,8.4,6.8,1,0,28,1.6,2026
Roschon Johnson,73,73,RB,RB,CHI,3121395,17,34,116,3.4,3,3,3,18,1.1,6,0,0,23,1.4,2026
LeQuint Allen,74,74,RB,RB,JAC,28877884,17,56,218,3.9,1,9,9,50,2.9,5.6,0,0,20,1.2,2026
Seth McGowan,75,75,RB,RB,IND,3161581,17,32,142,4.4,2,3,2,25,1.5,12.5,0,0,19,1.1,2026
Isaiah Davis,76,78,RB,RB,NYJ,26718641,17,31,171,5.5,1,9,7,61,3.6,8.7,0,0,18,1.1,2026
Kendre Miller,77,77,RB,RB,NO,3162256,17,35,140,4,2,2,2,12,0.7,6,0,0,18,1.1,2026
Sean Tucker,78,76,RB,RB,TB,3168416,17,35,145,4.1,2,1,1,6,0.4,6,0,0,18,1.1,2026
Kaytron Allen,79,79,RB,RB,WAS,28875485,17,35,171,4.9,1,3,2,22,1.3,11,0,0,17,1,2026
Emari Demercado,80,80,RB,RB,KC,2964372,17,32,206,6.4,0,7,5,41,2.4,8.2,0,0,14,0.8,2026
Michael Burton,81,82,RB,FB,CLE,1759407,17,9,10,1.1,1,8,6,40,2.4,6.7,1,0,13,0.8,2026
Andrew Beck,82,81,RB,FB,NYJ,2131774,17,1,8,8,0,7,5,35,2.1,7,2,0,13,0.8,2026
Corey Kiner,83,83,RB,RB,ARI,26698879,17,33,149,4.5,1,3,2,20,1.2,10,0,0,13,0.8,2026
Jacob Saylors,84,84,RB,RB,DET,2976071,17,29,136,4.7,1,5,4,40,2.4,10,0,0,13,0.8,2026
Audric Estime,85,87,RB,RB,NO,26713577,17,30,122,4.1,1,3,3,24,1.4,8,0,0,12,0.7,2026
Emmett Johnson,86,86,RB,RB,KC,28877097,17,30,126,4.2,1,3,2,23,1.4,11.5,0,0,12,0.7,2026
Jonah Coleman,87,85,RB,RB,DEN,28877250,17,32,134,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Demond Claiborne,88,88,RB,RB,MIN,28883197,17,29,133,4.6,1,3,2,21,1.2,10.5,0,0,12,0.7,2026
Ameer Abdullah,89,91,RB,RB,JAC,1824308,17,17,71,4.2,1,9,8,56,3.3,7,0,0,11,0.6,2026
Devin Singletary,90,94,RB,RB,NYG,2241251,17,35,130,3.7,1,1,1,10,0.6,10,0,0,11,0.6,2026
Kene Nwangwu,91,97,RB,RB,NYJ,2261254,17,31,132,4.3,1,1,0,4,0.2,0,0,0,11,0.6,2026
D. Giddens,92,90,RB,RB,IND,26695679,17,32,133,4.2,1,1,1,11,0.6,11,0,0,11,0.6,2026
Raheim Sanders,93,89,RB,RB,CLE,26700087,17,29,107,3.7,1,3,2,17,1,8.5,0,0,11,0.6,2026
Nicholas Singleton,94,95,RB,RB,TEN,28876754,17,25,104,4.2,1,3,2,21,1.2,10.5,0,0,11,0.6,2026
Eli Heidenreich,95,92,RB,RB,PIT,28901170,17,29,117,4,1,3,2,21,1.2,10.5,0,0,11,0.6,2026
Zonovan Knight,96,93,RB,RB,ARI,3121860,17,26,86,3.3,1,3,3,20,1.2,6.7,0,0,11,0.6,2026
George Holani,97,96,RB,RB,SEA,3131661,17,35,118,3.4,1,4,4,30,1.8,7.5,0,0,11,0.6,2026
Isaac Guerendo,98,98,RB,RB,SF,2964154,13,25,122,4.9,1,3,3,29,2.2,9.7,0,0,10,0.8,2026
Ollie Gordon II,99,100,RB,RB,MIA,28873887,17,31,80,2.6,1,1,1,4,0.2,4,0,0,9,0.5,2026
Rasheen Ali,100,99,RB,RB,BAL,3168797,17,13,47,3.6,0,9,7,53,3.1,7.6,1,0,9,0.5,2026
