name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Will Kacmarek,67,66,TE,TE,MIA,26717403,15,26,17,158,10.5,9.3,1,0,14,0.9,2026
Elijah Higgins,68,68,TE,TE,ARI,3122914,15,23,19,177,11.8,9.3,1,1,13,0.9,2026
Foster Moreau,69,72,TE,TE,HOU,2180634,15,12,10,124,8.3,12.4,1,0,11,0.7,2026
Mitchell Evans,70,69,TE,TE,CAR,26693662,15,21,15,128,8.5,8.5,1,0,11,0.7,2026
Noah Gray,71,70,TE,TE,KC,2866903,15,20,14,127,8.5,9.1,1,0,11,0.7,2026
Luke Schoonmaker,72,71,TE,TE,DAL,2968473,15,18,13,120,8,9.2,1,0,11,0.7,2026
Elijah Arroyo,73,73,TE,TE,SEA,26700496,15,14,9,106,7.1,11.8,1,0,10,0.7,2026
Oscar Delp,74,74,TE,TE,NO,28873644,15,15,11,113,7.5,10.3,1,0,10,0.7,2026
Jack Endries,75,75,TE,TE,CIN,28916552,15,14,11,108,7.2,9.8,1,0,10,0.7,2026
Max Klare,76,76,TE,TE,LAR,28921209,15,13,10,110,7.3,11,1,0,10,0.7,2026
Drew Sample,77,90,TE,TE,CIN,2139646,15,13,11,88,5.9,8,1,0,9,0.6,2026
Seydou Traore,78,89,TE,TE,MIA,26696643,15,10,8,75,5,9.4,1,0,9,0.6,2026
Thomas Fidone II,79,95,TE,TE,NYG,26699695,15,10,8,79,5.3,9.9,1,0,9,0.6,2026
Josh Cuevas,80,86,TE,TE,BAL,26706410,15,10,8,91,6.1,11.4,1,0,9,0.6,2026
Bauer Sharp,81,79,TE,TE,TB,26730919,15,12,9,94,6.3,10.4,1,0,9,0.6,2026
E.J. Jenkins,82,93,TE,TE,PHI,2820917,15,13,10,101,6.7,10.1,1,0,9,0.6,2026
Hunter Long,83,87,TE,TE,ARI,2867428,15,15,10,79,5.3,7.9,1,0,9,0.6,2026
Tanner Koziol,84,78,TE,TE,JAC,28874303,15,12,9,101,6.7,11.2,1,0,9,0.6,2026
Sam Roush,85,94,TE,TE,CHI,28877184,15,12,9,97,6.5,10.8,1,0,9,0.6,2026
Justin Joly,86,77,TE,TE,MIA,28927892,15,10,8,75,5,9.4,1,0,9,0.6,2026
Dallen Bentley,87,88,TE,TE,DEN,29164633,15,13,10,92,6.1,9.2,1,0,9,0.6,2026
Brevyn Spann-Ford,88,91,TE,TE,DAL,2961760,15,14,11,100,6.7,9.1,1,0,9,0.6,2026
Blake Whiteheart,89,84,TE,TE,CLE,2964419,15,16,9,98,6.5,10.9,1,0,9,0.6,2026
Payne Durham,90,81,TE,TE,TB,2968469,15,14,8,85,5.7,10.6,1,0,9,0.6,2026
Chris Myarick,91,85,TE,TE,LV,3117054,15,12,9,79,5.3,8.8,1,0,9,0.6,2026
Jared Wiley,92,92,TE,TE,KC,3123819,15,13,10,92,6.1,9.2,1,0,9,0.6,2026
Cade Stover,93,83,TE,TE,HOU,3125978,15,17,12,97,6.5,8.1,1,0,9,0.6,2026
Hayden Rucci,94,82,TE,TE,LAC,3131519,15,14,10,104,6.9,10.4,1,0,9,0.6,2026
Ben Sinnott,95,80,TE,TE,WAS,3168647,15,11,10,100,6.7,10,1,0,9,0.6,2026
Ian Thomas,96,99,TE,TE,LV,2253359,15,10,9,74,4.9,8.2,1,0,8,0.5,2026
Johnny Mundt,97,96,TE,TE,PHI,2818622,15,14,8,72,4.8,9,1,0,8,0.5,2026
Will Mallory,98,98,TE,TE,IND,2962073,13,10,8,98,7.5,12.3,1,0,8,0.6,2026
Josh Whyle,99,97,TE,TE,GB,2962513,14,11,8,77,5.5,9.6,1,0,8,0.6,2026
Jelani Woods,100,100,TE,TE,NYJ,2787078,15,7,5,45,3,9,1,0,7,0.5,2026
