name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Brock Wright,54,54,TE,TE,DET,2807423,15,37,25,217,14.5,8.7,2,0,25,1.7,2026
John Bates,55,55,TE,TE,WAS,2257291,16,31,20,193,12.1,9.7,2,0,24,1.5,2026
Nate Boerkircher,56,56,TE,TE,JAC,3162867,16,28,20,219,13.7,11,2,1,24,1.5,2026
Adam Trautman,57,57,TE,TE,DEN,2182228,16,34,25,251,15.7,10,1,0,23,1.4,2026
Connor Heyward,58,58,TE,FB,LV,2867599,16,19,14,94,5.9,6.7,2,0,23,1.4,2026
Durham Smythe,59,59,TE,TE,BAL,2082845,15,27,18,177,11.8,9.8,2,0,21,1.4,2026
Grant Calcaterra,60,61,TE,TE,PHI,2804129,13,25,19,199,15.3,10.5,1,0,17,1.3,2026
Ben Sinnott,61,60,TE,TE,WAS,3168647,16,14,12,126,7.9,10.5,2,0,17,1.1,2026
Charlie Woerner,62,63,TE,TE,ATL,2248629,15,27,21,190,12.7,9.1,1,0,16,1.1,2026
Tommy Tremble,63,62,TE,TE,CAR,2969027,15,30,21,191,12.7,9.1,1,0,16,1.1,2026
Nate Adkins,64,64,TE,TE,DEN,2977285,16,19,13,90,5.6,6.9,2,0,16,1,2026
Elijah Higgins,65,65,TE,TE,ARI,3122914,16,27,22,205,12.8,9.3,1,1,16,1,2026
Luke Musgrave,66,67,TE,TE,GB,3129283,12,27,20,197,16.4,9.9,1,0,16,1.3,2026
Jackson Hawes,67,66,TE,TE,BUF,3135324,15,11,9,106,7.1,11.8,2,0,16,1.1,2026
Will Kacmarek,68,68,TE,TE,MIA,26717403,16,29,19,184,11.5,9.7,1,1,15,0.9,2026
Ja'Tavion Sanders,69,70,TE,TE,CAR,26731381,15,25,21,172,11.5,8.2,1,0,15,1,2026
Jeremy Ruckert,70,69,TE,TE,NYJ,2965446,15,29,22,167,11.1,7.6,1,0,15,1,2026
Noah Gray,71,71,TE,TE,KC,2866903,16,21,15,136,8.5,9.1,1,0,12,0.8,2026
Mitchell Evans,72,73,TE,TE,CAR,26693662,15,21,15,124,8.3,8.3,1,0,11,0.7,2026
Max Klare,73,72,TE,TE,LAR,28921209,16,14,11,115,7.2,10.5,1,0,11,0.7,2026
Luke Schoonmaker,74,74,TE,TE,DAL,2968473,16,19,14,127,7.9,9.1,1,0,11,0.7,2026
Chris Manhertz,75,78,TE,TE,NYG,2167520,16,11,8,80,5,10,1,0,10,0.6,2026
Foster Moreau,76,75,TE,TE,HOU,2180634,15,13,10,110,7.3,11,1,0,10,0.7,2026
Ian Thomas,77,82,TE,TE,LV,2253359,16,10,10,80,5,8,1,0,10,0.6,2026
Seydou Traore,78,79,TE,TE,MIA,26696643,16,11,9,81,5.1,9,1,0,10,0.6,2026
Thomas Fidone II,79,86,TE,TE,NYG,26699695,16,12,9,95,5.9,10.6,1,0,10,0.6,2026
Elijah Arroyo,80,83,TE,TE,SEA,26700496,16,17,10,105,6.6,10.5,1,0,10,0.6,2026
Hunter Long,81,85,TE,TE,ARI,2867428,16,16,11,85,5.3,7.7,1,0,10,0.6,2026
Oscar Delp,82,80,TE,TE,NO,28873644,15,14,11,107,7.1,9.7,1,0,10,0.7,2026
Jack Endries,83,77,TE,TE,CIN,28916552,15,15,11,109,7.3,9.9,1,0,10,0.7,2026
Brevyn Spann-Ford,84,81,TE,TE,DAL,2961760,16,15,12,107,6.7,8.9,1,0,10,0.6,2026
Chris Myarick,85,84,TE,TE,LV,3117054,16,13,10,83,5.2,8.3,1,0,10,0.6,2026
Jared Wiley,86,76,TE,TE,KC,3123819,16,14,10,94,5.9,9.4,1,0,10,0.6,2026
Drew Sample,87,87,TE,TE,CIN,2139646,15,13,11,89,5.9,8.1,1,0,9,0.6,2026
Josh Cuevas,88,93,TE,TE,BAL,26706410,15,10,7,90,6,12.9,1,0,9,0.6,2026
Andrew Ogletree,89,91,TE,TE,IND,26725942,16,14,8,71,4.4,8.9,1,0,9,0.6,2026
Bauer Sharp,90,97,TE,TE,TB,26730919,15,12,9,96,6.4,10.7,1,0,9,0.6,2026
Tanner Koziol,91,94,TE,TE,JAC,28874303,15,12,9,102,6.8,11.3,1,0,9,0.6,2026
Sam Roush,92,95,TE,TE,CHI,28877184,15,12,9,99,6.6,11,1,0,9,0.6,2026
Justin Joly,93,92,TE,TE,MIA,28927892,15,10,8,76,5.1,9.5,1,0,9,0.6,2026
Dallen Bentley,94,90,TE,TE,DEN,29164633,15,13,10,89,5.9,8.9,1,0,9,0.6,2026
Josh Whyle,95,88,TE,TE,GB,2962513,15,11,9,85,5.7,9.4,1,0,9,0.6,2026
Payne Durham,96,89,TE,TE,TB,2968469,15,14,8,87,5.8,10.9,1,0,9,0.6,2026
Cade Stover,97,96,TE,TE,HOU,3125978,15,16,11,92,6.1,8.4,1,0,9,0.6,2026
Will Mallory,98,98,TE,TE,IND,2962073,13,10,8,97,7.5,12.1,1,0,8,0.6,2026
Blake Whiteheart,99,99,TE,TE,CLE,2964419,15,13,7,65,4.3,9.3,1,0,8,0.5,2026
Jelani Woods,100,100,TE,TE,NYJ,2787078,15,7,5,44,2.9,8.8,1,0,6,0.4,2026
