name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Chris Godwin,43,43,WR,WR,TB,2818150,15,80,60,707,47.1,11.8,4,5,35,7,0,0,87,5.8,2026
Tre Tucker,44,42,WR,WR,LV,3121848,15,91,56,716,47.7,12.8,4,8,33,4.1,0,0,87,5.8,2026
Jordan Addison,45,45,WR,WR,MIN,3162290,15,76,40,576,38.4,14.4,5,2,59,29.5,1,0,86,5.7,2026
Carnell Tate,46,47,WR,WR,TEN,29124411,15,88,55,713,47.5,13,4,1,7,7,0,1,85,5.7,2026
Devaughn Vele,47,46,WR,WR,NO,3121113,15,80,56,693,46.2,12.4,4,0,0,0,0,0,85,5.7,2026
Calvin Ridley,48,49,WR,WR,TEN,2186328,15,79,45,742,49.5,16.5,3,3,19,6.3,0,0,84,5.6,2026
Matthew Golden,49,48,WR,WR,GB,28874927,14,84,47,744,53.1,15.8,3,6,30,5,0,0,84,6,2026
Jakobi Meyers,50,50,WR,WR,JAC,2183835,15,79,54,686,45.7,12.7,4,5,16,3.2,0,1,82,5.5,2026
Wan'Dale Robinson,51,51,WR,WR,TEN,3124107,15,106,72,660,44,9.2,4,2,5,2.5,0,0,82,5.5,2026
Rashod Bateman,52,52,WR,WR,BAL,2960940,15,53,31,460,30.7,14.8,7,0,0,0,0,0,80,5.3,2026
Michael Pittman,53,53,WR,WR,PIT,2240188,15,94,65,632,42.1,9.7,4,0,0,0,0,0,79,5.3,2026
Jauan Jennings,54,56,WR,WR,MIN,2180514,15,68,42,511,34.1,12.2,6,0,0,0,0,1,77,5.1,2026
Xavier Worthy,55,54,WR,WR,KC,26730787,15,80,49,515,34.3,10.5,4,18,119,6.6,1,0,77,5.1,2026
Antonio Williams,56,55,WR,WR,WAS,28877974,15,67,44,630,42,14.3,4,2,11,5.5,0,1,77,5.1,2026
Elic Ayomanor,57,57,WR,WR,TEN,28900714,15,67,34,549,36.6,16.2,5,0,0,0,0,0,76,5.1,2026
Makai Lemon,58,58,WR,WR,PHI,29123772,15,76,49,605,40.3,12.4,4,3,3,1,0,1,75,5,2026
Jordyn Tyson,59,60,WR,WR,NO,28900885,13,75,46,662,50.9,14.4,3,2,7,3.5,0,1,74,5.7,2026
Quentin Johnston,60,59,WR,WR,LAC,3162609,15,83,44,544,36.3,12.4,5,3,18,6,0,1,74,4.9,2026
Khalil Shakir,61,61,WR,WR,BUF,2969119,15,77,58,570,38,9.8,4,1,4,4,0,0,73,4.9,2026
Keenan Allen,62,62,WR,WR,IND,1737096,15,89,56,558,37.2,10,4,0,0,0,0,0,72,4.8,2026
Mack Hollins,63,64,WR,WR,NE,2010349,15,65,45,606,40.4,13.5,3,1,2,2,0,0,71,4.7,2026
Bryce Lance,64,63,WR,WR,NO,26725855,15,74,47,633,42.2,13.5,3,2,7,3.5,0,1,71,4.7,2026
K. Concepcion,65,65,WR,WR,CLE,29123718,15,93,60,699,46.6,11.7,3,7,24,3.4,0,4,71,4.7,2026
Rashid Shaheed,66,66,WR,WR,SEA,2250863,15,73,40,586,39.1,14.7,3,12,77,6.4,0,1,70,4.7,2026
Adonai Mitchell,67,67,WR,WR,NYJ,26701928,15,88,44,610,40.7,13.9,3,1,0,0,0,1,69,4.6,2026
Dontayvion Wicks,68,68,WR,WR,PHI,3122375,15,62,38,512,34.1,13.5,4,1,4,4,0,0,67,4.5,2026
Jalen McMillan,69,69,WR,WR,TB,3162347,15,57,40,519,34.6,13,4,4,24,6,0,0,67,4.5,2026
Kayshon Boutte,70,70,WR,WR,HOU,3163170,15,53,33,496,33.1,15,4,0,0,0,0,0,66,4.4,2026
Cooper Kupp,71,71,WR,WR,SEA,2006951,15,68,46,568,37.9,12.4,3,0,2,0,0,1,64,4.3,2026
Jaylin Noel,72,72,WR,WR,HOU,26697286,15,58,36,538,35.9,14.9,3,6,34,5.7,0,0,63,4.2,2026
Tyquan Thornton,73,73,WR,WR,KC,2965066,15,45,27,585,39,21.7,2,0,0,0,0,0,63,4.2,2026
Jerry Jeudy,74,75,WR,WR,CLE,2741201,15,85,44,588,39.2,13.4,2,1,3,3,0,1,61,4.1,2026
Tank Dell,75,74,WR,WR,HOU,2963970,13,63,40,512,39.4,12.8,3,9,40,4.4,0,0,61,4.7,2026
Josh Palmer,76,76,WR,WR,BUF,2867325,15,48,27,438,29.2,16.2,4,0,0,0,0,0,60,4,2026
Christian Kirk,77,80,WR,WR,SF,2180820,13,73,42,490,37.7,11.7,3,0,0,0,0,0,58,4.5,2026
Keon Coleman,78,77,WR,WR,BUF,26717289,15,60,39,446,29.7,11.4,4,0,2,0,0,1,58,3.9,2026
Malik Washington,79,78,WR,WR,MIA,3124729,15,82,55,470,31.3,8.6,3,10,51,5.1,1,3,58,3.9,2026
Xavier Hutchinson,80,79,WR,WR,HOU,3161943,15,82,41,486,32.4,11.9,3,1,11,11,0,0,58,3.9,2026
Darnell Mooney,81,83,WR,WR,NYG,2240651,15,66,36,532,35.5,14.8,2,0,0,0,0,0,57,3.8,2026
Isaac TeSlaa,82,81,WR,WR,DET,29122587,15,49,25,350,23.3,14,5,0,0,0,0,0,57,3.8,2026
Jayden Reed,83,82,WR,WR,GB,2967762,14,62,44,458,32.7,10.4,3,11,94,8.6,0,0,57,4.1,2026
Kalif Raymond,84,84,WR,WR,CHI,1999329,15,48,42,450,30,10.7,3,2,9,4.5,0,0,56,3.7,2026
Germie Bernard,85,85,WR,WR,PIT,28878358,15,72,43,528,35.2,12.3,2,2,8,4,0,1,55,3.7,2026
Caleb Douglas,86,87,WR,WR,MIA,28900321,14,69,43,544,38.9,12.7,2,1,7,7,0,1,55,3.9,2026
Chimere Dike,87,86,WR,WR,TEN,3162452,15,57,39,402,26.8,10.3,5,7,3,0.4,0,3,55,3.7,2026
Demario Douglas,88,88,WR,WR,NE,3126241,15,54,39,446,29.7,11.4,3,4,12,3,0,0,54,3.6,2026
Demarcus Robinson,89,89,WR,WR,SF,2061095,13,40,26,390,30,15,3,1,3,3,0,0,50,3.8,2026
Chris Bell,90,90,WR,WR,MIA,28877196,15,67,36,472,31.5,13.1,2,2,8,4,0,1,49,3.3,2026
Isaiah Bond,91,93,WR,WR,CLE,28910521,15,49,24,508,33.9,21.2,1,4,25,6.3,0,0,48,3.2,2026
Ja'Kobi Lane,92,92,WR,WR,BAL,29158151,12,47,27,410,34.2,15.2,3,2,11,5.5,0,1,48,4,2026
Jahdae Walker,93,91,WR,WR,CHI,29174299,15,39,26,322,21.5,12.4,4,1,5,5,0,0,48,3.2,2026
Malachi Fields,94,94,WR,WR,NYG,26706066,15,53,30,400,26.7,13.3,3,2,10,5,0,1,47,3.1,2026
Laquon Treadwell,95,95,WR,WR,IND,2079899,15,37,26,424,28.3,16.3,2,1,4,4,0,0,46,3.1,2026
Darius Slayton,96,96,WR,WR,IND,2183982,15,51,29,449,29.9,15.5,2,1,5,5,0,1,46,3.1,2026
Kendrick Bourne,97,98,WR,WR,ARI,2088428,15,48,35,419,27.9,12,2,0,1,0,0,0,45,3,2026
Tory Horton,98,97,WR,WR,SEA,3165177,15,38,22,292,19.5,13.3,4,1,5,5,0,0,45,3,2026
Pat Bryant,99,100,WR,WR,DEN,26697415,15,56,36,400,26.7,11.1,2,3,33,11,0,0,43,2.9,2026
Darius Cooper,100,99,WR,WR,PHI,3165205,15,38,27,343,22.9,12.7,3,1,4,4,0,0,43,2.9,2026
