name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Tory Horton,78,78,WR,WR,SEA,3165177,17,64,38,503,29.6,13.2,6,1,6,6,0,1,75,4.4,2026
Devaughn Vele,79,79,WR,WR,NO,3121113,17,68,45,589,34.6,13.1,4,0,0,0,0,0,74,4.4,2026
Omar Cooper Jr.,80,81,WR,WR,NYJ,28900921,17,86,53,624,36.7,11.8,4,2,13,6.5,0,2,73,4.3,2026
Tyquan Thornton,81,80,WR,WR,KC,2965066,17,52,27,574,33.8,21.3,4,0,0,0,0,0,73,4.3,2026
Darnell Mooney,82,83,WR,WR,NYG,2240651,17,82,41,602,35.4,14.7,3,0,0,0,0,0,70,4.1,2026
Chimere Dike,83,82,WR,WR,TEN,3162452,17,70,45,432,25.4,9.6,6,10,17,1.7,0,1,70,4.1,2026
Darius Slayton,84,84,WR,WR,NYG,2183982,17,69,40,614,36.1,15.4,3,1,5,5,0,1,69,4.1,2026
Jahdae Walker,85,85,WR,WR,CHI,29174299,17,51,31,418,24.6,13.5,5,1,6,6,0,0,63,3.7,2026
Isaac TeSlaa,86,86,WR,WR,DET,29122587,17,46,27,403,23.7,14.9,5,0,0,0,0,0,62,3.6,2026
Ashton Dulin,87,87,WR,WR,IND,3116796,17,56,28,555,32.6,19.8,2,6,66,11,0,0,61,3.6,2026
Calvin Austin III,88,88,WR,WR,NYG,2866214,17,58,33,450,26.5,13.6,4,0,0,0,0,0,60,3.5,2026
Germie Bernard,89,90,WR,WR,PIT,28878358,17,68,42,510,30,12.1,3,2,10,5,0,1,60,3.5,2026
Bub Means,90,89,WR,WR,NO,3123413,17,63,38,518,30.5,13.6,3,1,6,6,0,1,60,3.5,2026
Cedric Tillman,91,91,WR,WR,CLE,2962120,17,59,33,414,24.4,12.6,4,0,-1,0,0,0,57,3.4,2026
Demarcus Robinson,92,92,WR,WR,SF,2061095,17,53,32,461,27.1,14.4,3,1,5,5,0,0,56,3.3,2026
Andrei Iosivas,93,93,WR,WR,CIN,2966908,17,62,35,471,27.7,13.5,3,3,11,3.7,0,0,56,3.3,2026
Ted Hurst,94,94,WR,WR,TB,29421796,17,57,35,485,28.5,13.9,3,2,13,6.5,0,1,55,3.2,2026
Luke McCaffrey,95,95,WR,WR,WAS,3121502,17,30,22,362,21.3,16.5,4,0,0,0,0,0,53,3.1,2026
Olamide Zaccheaus,96,96,WR,WR,ATL,2186266,17,74,46,412,24.2,9,3,3,19,6.3,0,0,52,3.1,2026
Malik Washington,97,97,WR,WR,MIA,3124729,17,65,46,349,20.5,7.6,3,14,83,5.9,1,1,52,3.1,2026
Josh Palmer,98,98,WR,WR,BUF,2867325,17,58,35,479,28.2,13.7,2,0,0,0,0,0,51,3,2026
Caleb Douglas,99,99,WR,WR,MIA,28900321,17,57,35,433,25.5,12.4,3,2,11,5.5,0,1,51,3,2026
Zavion Thomas,100,100,WR,WR,CHI,28909795,17,53,33,443,26.1,13.4,3,2,13,6.5,0,2,50,2.9,2026
