name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Davante Adams,23,23,WR,WR,LAR,1893167,16,118,63,743,46.4,11.8,9,0,0,0,0,0,120,7.5,2026
Jalen Coker,24,24,WR,WR,CAR,3163990,15,77,61,815,54.3,13.4,8,0,0,0,0,1,119,7.9,2026
Emeka Egbuka,25,25,WR,WR,TB,26696165,15,122,64,971,64.7,15.2,5,1,3,3,0,0,118,7.9,2026
Malik Nabers,26,26,WR,WR,NYG,26697761,16,122,75,958,59.9,12.8,5,3,1,0.3,0,0,117,7.3,2026
Luther Burden III,27,27,WR,WR,CHI,28874444,15,84,64,939,62.6,14.7,6,8,28,3.5,0,2,117,7.8,2026
Courtland Sutton,28,28,WR,WR,DEN,2218461,16,109,63,810,50.6,12.9,7,0,0,0,0,0,115,7.2,2026
Matthew Golden,29,29,WR,WR,GB,28874927,15,103,63,940,62.7,14.9,5,9,42,4.7,0,0,115,7.7,2026
Marvin Harrison Jr.,30,30,WR,WR,ARI,26701883,16,105,56,851,53.2,15.2,6,0,0,0,0,0,114,7.1,2026
Jameson Williams,31,31,WR,WR,DET,3125968,15,92,55,910,60.7,16.6,5,6,33,5.5,0,0,113,7.5,2026
Michael Wilson,32,32,WR,WR,ARI,2965181,16,104,67,832,52,12.4,6,0,2,0,0,0,112,7,2026
D. Moore,33,33,WR,WR,BUF,2179328,15,87,55,677,45.1,12.3,7,14,61,4.4,1,0,110,7.3,2026
D. Metcalf,34,34,WR,WR,PIT,2260185,15,97,55,808,53.9,14.7,5,1,8,8,1,0,108,7.2,2026
Stefon Diggs,35,35,WR,WR,WAS,2000038,16,91,68,784,49,11.5,6,1,2,2,0,0,107,6.7,2026
Deebo Samuel,36,36,WR,WR,SF,2139735,16,95,69,676,42.3,9.8,6,33,116,3.5,1,1,105,6.6,2026
Rome Odunze,37,37,WR,WR,CHI,3162979,15,103,51,815,54.3,16,5,1,3,3,0,0,103,6.9,2026
Jaylen Waddle,38,38,WR,WR,DEN,2962110,16,92,58,772,48.3,13.3,5,2,22,11,0,0,100,6.3,2026
Brian Thomas Jr.,39,39,WR,WR,JAC,3132164,16,80,50,769,48.1,15.4,5,3,24,8,0,0,100,6.3,2026
Josh Downs,40,40,WR,WR,IND,3162970,16,96,62,705,44.1,11.4,6,2,2,1,0,1,97,6.1,2026
Jakobi Meyers,41,41,WR,WR,JAC,2183835,16,90,61,748,46.8,12.3,5,6,19,3.2,0,1,95,5.9,2026
A.J. Brown,42,42,WR,WR,NE,2258303,10,78,50,725,72.5,14.5,5,0,0,0,0,0,95,9.5,2026
Chris Godwin,43,45,WR,WR,TB,2818150,15,87,63,703,46.9,11.2,5,3,9,3,0,0,91,6.1,2026
Antonio Williams,44,43,WR,WR,WAS,28877974,16,74,47,718,44.9,15.3,5,2,13,6.5,0,1,91,5.7,2026
Quentin Johnston,45,44,WR,WR,LAC,3162609,16,89,50,641,40.1,12.8,6,2,8,4,0,1,91,5.7,2026
Denzel Boston,46,46,WR,WR,CLE,28875368,15,85,52,726,48.4,14,5,2,8,4,0,2,90,6,2026
Jordan Addison,47,47,WR,WR,MIN,3162290,15,75,40,595,39.7,14.9,5,2,66,33,1,0,89,5.9,2026
Calvin Ridley,48,48,WR,WR,TEN,2186328,15,84,43,731,48.7,17,3,3,22,7.3,1,0,88,5.9,2026
Jerry Jeudy,49,49,WR,WR,CLE,2741201,15,114,59,796,53.1,13.5,3,1,3,3,0,1,88,5.9,2026
Michael Pittman,50,50,WR,WR,PIT,2240188,15,93,66,647,43.1,9.8,5,0,0,0,0,0,87,5.8,2026
Xavier Worthy,51,51,WR,WR,KC,26730787,16,92,54,631,39.4,11.7,3,22,142,6.5,1,0,85,5.3,2026
Carnell Tate,52,52,WR,WR,TEN,29124411,15,84,52,707,47.1,13.6,4,1,7,7,0,1,85,5.7,2026
Wan'Dale Robinson,53,53,WR,WR,TEN,3124107,15,111,74,685,45.7,9.3,4,2,5,2.5,0,0,84,5.6,2026
Keenan Allen,54,55,WR,WR,IND,1737096,16,98,64,665,41.6,10.4,4,0,0,0,0,0,83,5.2,2026
Devaughn Vele,55,54,WR,WR,NO,3121113,15,73,50,602,40.1,12,5,0,0,0,0,0,83,5.5,2026
Makai Lemon,56,56,WR,WR,PHI,29123772,15,90,57,685,45.7,12,4,2,11,5.5,0,2,80,5.3,2026
Cooper Kupp,57,58,WR,WR,SEA,2006951,16,77,51,633,39.6,12.4,4,0,3,0,0,1,77,4.8,2026
Jauan Jennings,58,57,WR,WR,MIN,2180514,15,70,43,517,34.5,12,6,0,0,0,0,1,77,5.1,2026
Jayden Reed,59,59,WR,WR,GB,2967762,15,78,54,563,37.5,10.4,4,13,112,8.6,0,0,76,5.1,2026
Rashid Shaheed,60,60,WR,WR,SEA,2250863,16,75,43,634,39.6,14.7,3,12,83,6.9,0,1,75,4.7,2026
Jalen Nailor,61,61,WR,WR,LV,2967232,16,73,42,526,32.9,12.5,5,2,6,3,0,0,74,4.6,2026
Tre Tucker,62,62,WR,WR,LV,3121848,16,79,48,570,35.6,11.9,4,10,38,3.8,0,0,74,4.6,2026
Caleb Douglas,63,64,WR,WR,MIA,28900321,16,82,51,640,40,12.6,3,2,9,4.5,0,1,73,4.6,2026
Khalil Shakir,64,63,WR,WR,BUF,2969119,15,77,58,573,38.2,9.9,4,1,4,4,0,0,73,4.9,2026
Mack Hollins,65,65,WR,WR,NE,2010349,15,66,46,619,41.3,13.5,3,1,2,2,0,0,72,4.8,2026
K. Concepcion,66,66,WR,WR,CLE,29123718,15,88,55,700,46.7,12.7,3,6,30,5,0,4,71,4.7,2026
Jordyn Tyson,67,67,WR,WR,NO,28900885,13,70,43,625,48.1,14.5,3,2,8,4,0,1,70,5.4,2026
Romeo Doubs,68,68,WR,WR,NE,2961886,15,65,40,540,36,13.5,4,0,0,0,0,0,70,4.7,2026
Dontayvion Wicks,69,69,WR,WR,PHI,3122375,15,65,37,480,32,13,5,1,5,5,0,0,70,4.7,2026
Jalen McMillan,70,70,WR,WR,TB,3162347,15,57,40,531,35.4,13.3,4,4,24,6,0,0,69,4.6,2026
Elic Ayomanor,71,71,WR,WR,TEN,28900714,15,67,34,457,30.5,13.4,5,0,0,0,0,0,68,4.5,2026
Tyquan Thornton,72,72,WR,WR,KC,2965066,16,48,24,510,31.9,21.3,4,0,0,0,0,0,67,4.2,2026
Rashod Bateman,73,73,WR,WR,BAL,2960940,15,47,25,382,25.5,15.3,6,0,0,0,0,0,66,4.4,2026
Kayshon Boutte,74,74,WR,WR,HOU,3163170,15,51,31,486,32.4,15.7,4,0,0,0,0,0,64,4.3,2026
Demarcus Robinson,75,75,WR,WR,SF,2061095,16,49,30,468,29.3,15.6,4,1,4,4,0,0,63,3.9,2026
Chris Bell,76,76,WR,WR,MIA,28877196,16,70,42,536,33.5,12.8,3,2,9,4.5,0,1,62,3.9,2026
Germie Bernard,77,77,WR,WR,PIT,28878358,15,68,42,528,35.2,12.6,3,2,9,4.5,0,1,61,4.1,2026
Jaylin Noel,78,78,WR,WR,HOU,26697286,15,49,37,507,33.8,13.7,3,5,10,2,0,0,60,4,2026
Pat Bryant,79,80,WR,WR,DEN,26697415,16,67,44,495,30.9,11.3,3,1,1,1,0,0,59,3.7,2026
Adonai Mitchell,80,79,WR,WR,NYJ,26701928,15,72,36,514,34.3,14.3,3,2,0,0,0,1,59,3.9,2026
Josh Palmer,81,82,WR,WR,BUF,2867325,15,47,26,430,28.7,16.5,4,0,0,0,0,0,58,3.9,2026
Tank Dell,82,81,WR,WR,HOU,2963970,13,61,38,491,37.8,12.9,3,9,40,4.4,0,0,58,4.5,2026
Isaac TeSlaa,83,83,WR,WR,DET,29122587,15,50,25,352,23.5,14.1,5,0,0,0,0,0,57,3.8,2026
Christian Kirk,84,87,WR,WR,SF,2180820,13,73,42,471,36.2,11.2,3,0,0,0,0,0,56,4.3,2026
Ashton Dulin,85,85,WR,WR,IND,3116796,15,44,22,510,34,23.2,2,4,46,11.5,0,0,56,3.7,2026
Demario Douglas,86,86,WR,WR,NE,3126241,15,55,40,455,30.3,11.4,3,4,13,3.3,0,0,56,3.7,2026
Xavier Hutchinson,87,84,WR,WR,HOU,3161943,15,73,39,459,30.6,11.8,3,1,11,11,0,0,56,3.7,2026
Ja'Kobi Lane,88,88,WR,WR,BAL,29158151,12,48,28,424,35.3,15.1,4,2,11,5.5,0,1,55,4.6,2026
Chimere Dike,89,89,WR,WR,TEN,3162452,15,57,39,376,25.1,9.6,5,7,5,0.7,0,3,54,3.6,2026
Keon Coleman,90,90,WR,WR,BUF,26717289,15,60,39,444,29.6,11.4,3,0,2,0,0,1,52,3.5,2026
Kalif Raymond,91,92,WR,WR,CHI,1999329,15,44,37,419,27.9,11.3,3,2,10,5,0,0,51,3.4,2026
Kendrick Bourne,92,91,WR,WR,ARI,2088428,16,53,39,477,29.8,12.2,2,0,2,0,0,0,51,3.2,2026
Malik Washington,93,93,WR,WR,MIA,3124729,16,69,45,368,23,8.2,3,11,61,5.6,1,3,50,3.1,2026
Isaiah Bond,94,94,WR,WR,CLE,28910521,15,47,24,511,34.1,21.3,1,5,27,5.4,0,0,49,3.3,2026
Andrei Iosivas,95,95,WR,WR,CIN,2966908,15,53,32,404,26.9,12.6,3,2,9,4.5,0,0,49,3.3,2026
Tory Horton,96,96,WR,WR,SEA,3165177,16,41,25,321,20.1,12.8,4,1,6,6,0,0,49,3.1,2026
Jahdae Walker,97,97,WR,WR,CHI,29174299,15,40,26,326,21.7,12.5,4,1,5,5,0,0,48,3.2,2026
Malachi Fields,98,98,WR,WR,NYG,26706066,16,49,30,394,24.6,13.1,3,2,11,5.5,0,1,47,2.9,2026
Ryan Flournoy,99,99,WR,WR,DAL,28891456,16,40,27,327,20.4,12.1,3,4,24,6,0,0,44,2.8,2026
Darnell Mooney,100,100,WR,WR,NYG,2240651,16,54,28,399,24.9,14.3,2,0,0,0,0,0,43,2.7,2026
