name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Darnell Washington,43,43,TE,TE,PIT,3163963,17,49,35,382,22.5,10.9,2,1,40,2.4,2026
Noah Fant,44,45,TE,TE,NO,2251095,17,54,44,422,24.8,9.6,2,3,39,2.3,2026
Michael Mayer,45,44,TE,TE,LV,3171673,17,58,40,349,20.5,8.7,2,0,39,2.3,2026
Marlin Klein,46,46,TE,TE,HOU,28927889,17,51,35,349,20.5,10,2,1,37,2.2,2026
Davis Allen,47,47,TE,TE,LAR,3123267,17,38,26,241,14.2,9.3,3,0,34,2,2026
Ben Sims,48,48,TE,TE,MIA,2964709,17,53,32,304,17.9,9.5,2,0,33,1.9,2026
Erick All,49,49,TE,TE,CIN,3121555,17,44,36,302,17.8,8.4,2,0,33,1.9,2026
Eli Stowers,50,50,TE,TE,PHI,26696120,17,45,31,322,18.9,10.4,2,1,32,1.9,2026
Austin Hooper,51,52,TE,TE,ATL,2067004,17,34,25,284,16.7,11.4,2,0,31,1.8,2026
Adam Trautman,52,51,TE,TE,DEN,2182228,17,36,27,281,16.5,10.4,2,0,31,1.8,2026
Tommy Tremble,53,54,TE,TE,CAR,2969027,17,39,29,270,15.9,9.3,2,0,30,1.8,2026
Luke Musgrave,54,53,TE,TE,GB,3129283,17,35,26,264,15.5,10.2,2,0,30,1.8,2026
Ja'Tavion Sanders,55,55,TE,TE,CAR,26731381,17,37,31,239,14.1,7.7,2,0,28,1.6,2026
Grant Calcaterra,56,57,TE,TE,PHI,2804129,17,30,22,231,13.6,10.5,2,0,27,1.6,2026
Cole Kmet,57,56,TE,TE,CHI,2868619,17,31,21,222,13.1,10.6,2,0,27,1.6,2026
Eli Raridon,58,58,TE,TE,NE,28924611,17,33,22,241,14.2,11,2,1,26,1.5,2026
Nate Boerkircher,59,59,TE,TE,JAC,3162867,17,32,22,237,13.9,10.8,2,1,25,1.5,2026
Jeremy Ruckert,60,60,TE,TE,NYJ,2965446,17,36,27,196,11.5,7.3,2,0,24,1.4,2026
John Bates,61,61,TE,TE,WAS,2257291,17,31,20,204,12,10.2,2,1,23,1.4,2026
Connor Heyward,62,62,TE,FB,LV,2867599,17,19,14,103,6.1,7.4,2,0,23,1.4,2026
Nate Adkins,63,63,TE,TE,DEN,2977285,17,23,16,109,6.4,6.8,3,0,22,1.3,2026
Charlie Woerner,64,64,TE,TE,ATL,2248629,17,32,25,222,13.1,8.9,1,0,21,1.2,2026
Foster Moreau,65,66,TE,TE,HOU,2180634,17,15,11,132,7.8,12,2,0,17,1,2026
Mitchell Evans,66,69,TE,TE,CAR,26693662,17,20,15,134,7.9,8.9,2,0,17,1,2026
Elijah Higgins,67,65,TE,TE,ARI,3122914,17,28,23,210,12.4,9.1,1,1,17,1,2026
Jackson Hawes,68,68,TE,TE,BUF,3135324,17,12,10,120,7.1,12,2,0,17,1,2026
Ben Sinnott,69,67,TE,TE,WAS,3168647,17,13,11,122,7.2,11.1,2,0,17,1,2026
Nick Vannett,70,70,TE,TE,SEA,1871322,17,12,10,95,5.6,9.5,2,0,16,0.9,2026
Hunter Long,71,71,TE,TE,JAC,2867428,17,14,10,89,5.2,8.9,2,0,16,0.9,2026
Devin Culp,72,72,TE,TE,TB,2967413,17,14,11,118,6.9,10.7,2,0,16,0.9,2026
Noah Gray,73,74,TE,TE,KC,2866903,17,23,15,138,8.1,9.2,1,0,12,0.7,2026
Cade Stover,74,73,TE,TE,HOU,3125978,17,21,15,122,7.2,8.1,1,0,12,0.7,2026
Jack Endries,75,77,TE,TE,CIN,28916552,17,16,13,123,7.2,9.5,1,0,11,0.6,2026
Max Klare,76,79,TE,TE,LAR,28921209,17,15,11,127,7.5,11.6,1,0,11,0.6,2026
Will Mallory,77,75,TE,TE,IND,2962073,17,13,11,126,7.4,11.5,1,0,11,0.6,2026
Zack Kuntz,78,78,TE,TE,DAL,2963243,17,16,12,128,7.5,10.7,1,0,11,0.6,2026
Luke Schoonmaker,79,76,TE,TE,DAL,2968473,17,23,15,133,7.8,8.9,1,0,11,0.6,2026
Drew Sample,80,93,TE,TE,CIN,2139646,17,16,13,100,5.9,7.7,1,0,10,0.6,2026
Chris Manhertz,81,86,TE,TE,NYG,2167520,17,12,9,85,5,9.4,1,0,10,0.6,2026
Donald Parham Jr.,82,91,TE,TE,PIT,2183713,17,13,10,95,5.6,9.5,1,0,10,0.6,2026
Jack Stoll,83,82,TE,TE,CLE,2239684,17,20,11,90,5.3,8.2,1,0,10,0.6,2026
Ian Thomas,84,80,TE,TE,LV,2253359,17,10,10,88,5.2,8.8,1,0,10,0.6,2026
Zaire Mitchell-Paden,85,85,TE,TE,NO,26695325,17,15,11,107,6.3,9.7,1,0,10,0.6,2026
Seydou Traore,86,84,TE,TE,MIA,26696643,17,12,9,88,5.2,9.8,1,0,10,0.6,2026
Josh Cuevas,87,98,TE,TE,BAL,26706410,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
Bauer Sharp,88,90,TE,TE,TB,26730919,17,14,11,113,6.6,10.3,1,0,10,0.6,2026
Anthony Firkser,89,99,TE,TE,DET,2818971,17,15,12,103,6.1,8.6,1,0,10,0.6,2026
Jake Tonges,90,87,TE,TE,SF,2870660,17,16,12,102,6,8.5,1,0,10,0.6,2026
Tanner Koziol,91,89,TE,TE,JAC,28874303,17,13,10,109,6.4,10.9,1,0,10,0.6,2026
Dallen Bentley,92,81,TE,TE,DEN,29164633,17,15,12,105,6.2,8.8,1,0,10,0.6,2026
Brevyn Spann-Ford,93,96,TE,TE,DAL,2961760,17,16,11,106,6.2,9.6,1,0,10,0.6,2026
Lucas Krull,94,88,TE,TE,DEN,2961761,17,16,12,89,5.2,7.4,1,0,10,0.6,2026
Josh Whyle,95,94,TE,TE,GB,2962513,17,12,9,86,5.1,9.6,1,0,10,0.6,2026
John FitzPatrick,96,92,TE,TE,GB,2975736,17,11,9,86,5.1,9.6,1,0,10,0.6,2026
Hayden Rucci,97,83,TE,TE,SF,3131519,17,15,12,118,6.9,9.8,1,0,10,0.6,2026
Drake Dabney,98,95,TE,TE,GB,3168310,17,12,9,94,5.5,10.4,1,0,10,0.6,2026
Tip Reiman,99,100,TE,TE,ARI,3169268,17,13,12,90,5.3,7.5,1,0,10,0.6,2026
Matthew Hibner,100,97,TE,TE,BAL,3169490,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
