name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Darnell Washington,44,44,TE,TE,PIT,3163963,16,45,34,376,23.5,11.1,2,1,40,2.5,2026
Michael Mayer,45,45,TE,TE,LV,3171673,16,62,44,357,22.3,8.1,2,0,40,2.5,2026
Marlin Klein,46,46,TE,TE,HOU,28927889,16,45,32,324,20.3,10.1,2,1,35,2.2,2026
Brock Wright,47,47,TE,TE,DET,2807423,16,40,27,235,14.7,8.7,3,0,33,2.1,2026
Daniel Bellinger,48,48,TE,TE,TEN,2963615,16,31,24,294,18.4,12.3,2,0,33,2.1,2026
Cole Kmet,49,49,TE,TE,CHI,2868619,16,30,21,222,13.9,10.6,3,0,32,2,2026
Erick All,50,50,TE,TE,CIN,3121555,16,41,33,285,17.8,8.6,2,0,32,2,2026
Austin Hooper,51,51,TE,TE,ATL,2067004,16,32,23,258,16.1,11.2,2,0,30,1.9,2026
Eli Stowers,52,52,TE,TE,PHI,26696120,13,38,26,279,21.5,10.7,2,1,30,2.3,2026
Matthew Hibner,53,53,TE,TE,BAL,3169490,16,33,23,273,17.1,11.9,2,1,30,1.9,2026
Davis Allen,54,54,TE,TE,LAR,3123267,16,34,25,220,13.8,8.8,2,0,26,1.6,2026
Nate Boerkircher,55,55,TE,TE,JAC,3162867,16,28,20,220,13.8,11,2,1,24,1.5,2026
Adam Trautman,56,58,TE,TE,DEN,2182228,16,34,25,251,15.7,10,1,0,23,1.4,2026
Connor Heyward,57,56,TE,FB,LV,2867599,16,18,13,95,5.9,7.3,2,0,23,1.4,2026
Jeremy Ruckert,58,57,TE,TE,NYJ,2965446,16,32,24,178,11.1,7.4,2,0,23,1.4,2026
Charlie Woerner,59,59,TE,TE,ATL,2248629,16,29,23,203,12.7,8.8,1,0,18,1.1,2026
Tommy Tremble,60,60,TE,TE,CAR,2969027,16,32,23,197,12.3,8.6,1,0,18,1.1,2026
John Bates,61,64,TE,TE,WAS,2257291,16,30,20,189,11.8,9.5,1,0,17,1.1,2026
Ja'Tavion Sanders,62,65,TE,TE,CAR,26731381,16,27,23,177,11.1,7.7,1,0,17,1.1,2026
Grant Calcaterra,63,63,TE,TE,PHI,2804129,13,25,19,200,15.4,10.5,1,0,17,1.3,2026
Jackson Hawes,64,62,TE,TE,BUF,3135324,16,12,10,114,7.1,11.4,2,0,17,1.1,2026
Ben Sinnott,65,61,TE,TE,WAS,3168647,16,13,12,124,7.8,10.3,2,0,17,1.1,2026
Nate Adkins,66,67,TE,TE,DEN,2977285,16,19,13,89,5.6,6.9,2,0,16,1,2026
Elijah Higgins,67,68,TE,TE,ARI,3122914,16,27,22,204,12.8,9.3,1,1,16,1,2026
Luke Musgrave,68,66,TE,TE,GB,3129283,12,27,20,198,16.5,9.9,1,0,16,1.3,2026
Will Kacmarek,69,69,TE,TE,MIA,26717403,16,29,20,190,11.9,9.5,1,1,15,0.9,2026
Mitchell Evans,70,70,TE,TE,CAR,26693662,16,22,15,128,8,8.5,1,0,12,0.8,2026
Noah Gray,71,72,TE,TE,KC,2866903,16,22,15,135,8.4,9,1,0,12,0.8,2026
Luke Schoonmaker,72,71,TE,TE,DAL,2968473,16,19,14,128,8,9.1,1,0,12,0.8,2026
Foster Moreau,73,75,TE,TE,HOU,2180634,16,13,10,118,7.4,11.8,1,0,11,0.7,2026
Jack Endries,74,74,TE,TE,CIN,28916552,16,15,12,116,7.3,9.7,1,0,11,0.7,2026
Max Klare,75,73,TE,TE,LAR,28921209,16,14,11,115,7.2,10.5,1,0,11,0.7,2026
Durham Smythe,76,91,TE,TE,BAL,2082845,16,15,10,101,6.3,10.1,1,0,10,0.6,2026
Drew Sample,77,93,TE,TE,CIN,2139646,16,14,12,94,5.9,7.8,1,0,10,0.6,2026
Ian Thomas,78,86,TE,TE,LV,2253359,16,10,10,81,5.1,8.1,1,0,10,0.6,2026
Seydou Traore,79,92,TE,TE,MIA,26696643,16,11,9,83,5.2,9.2,1,0,10,0.6,2026
Thomas Fidone II,80,94,TE,TE,NYG,26699695,16,12,9,92,5.8,10.2,1,0,10,0.6,2026
Elijah Arroyo,81,77,TE,TE,SEA,26700496,16,17,10,106,6.6,10.6,1,0,10,0.6,2026
Josh Cuevas,82,84,TE,TE,BAL,26706410,16,10,8,95,5.9,11.9,1,0,10,0.6,2026
Bauer Sharp,83,81,TE,TE,TB,26730919,16,13,10,102,6.4,10.2,1,0,10,0.6,2026
Hunter Long,84,88,TE,TE,ARI,2867428,16,16,11,85,5.3,7.7,1,0,10,0.6,2026
Jake Tonges,85,87,TE,TE,SF,2870660,16,15,11,97,6.1,8.8,1,0,10,0.6,2026
Oscar Delp,86,95,TE,TE,NO,28873644,16,14,11,110,6.9,10,1,0,10,0.6,2026
Tanner Koziol,87,90,TE,TE,JAC,28874303,16,12,9,108,6.8,12,1,0,10,0.6,2026
Sam Roush,88,82,TE,TE,CHI,28877184,16,13,10,105,6.6,10.5,1,0,10,0.6,2026
Justin Joly,89,85,TE,TE,MIA,28927892,16,11,9,83,5.2,9.2,1,0,10,0.6,2026
Dallen Bentley,90,76,TE,TE,DEN,29164633,16,14,11,95,5.9,8.6,1,0,10,0.6,2026
Brevyn Spann-Ford,91,79,TE,TE,DAL,2961760,16,15,12,107,6.7,8.9,1,0,10,0.6,2026
Josh Whyle,92,78,TE,TE,GB,2962513,16,12,10,91,5.7,9.1,1,0,10,0.6,2026
Payne Durham,93,83,TE,TE,TB,2968469,16,15,8,86,5.4,10.8,1,0,10,0.6,2026
Jared Wiley,94,89,TE,TE,KC,3123819,16,14,10,93,5.8,9.3,1,0,10,0.6,2026
Cade Stover,95,80,TE,TE,HOU,3125978,16,17,12,99,6.2,8.3,1,0,10,0.6,2026
Chris Manhertz,96,97,TE,TE,NYG,2167520,16,11,8,77,4.8,9.6,1,0,9,0.6,2026
K. Kieft,97,96,TE,TE,TB,2239763,16,9,7,74,4.6,10.6,1,0,9,0.6,2026
Andrew Ogletree,98,99,TE,TE,IND,26725942,16,14,8,71,4.4,8.9,1,0,9,0.6,2026
Blake Whiteheart,99,98,TE,TE,CLE,2964419,16,14,8,69,4.3,8.6,1,0,9,0.6,2026
Will Mallory,100,100,TE,TE,IND,2962073,13,10,8,97,7.5,12.1,1,0,8,0.6,2026
