name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Kyren Williams,16,16,RB,RB,LAR,3121836,17,220,1036,4.7,9,43,33,246,14.5,7.5,3,2,179,10.5,2026
Breece Hall,17,17,RB,RB,NYJ,3123469,17,231,1067,4.6,7,54,41,372,21.9,9.1,2,2,177,10.4,2026
Travis Etienne,18,18,RB,RB,NO,2809206,17,254,975,3.8,5,66,48,363,21.4,7.6,5,1,176,10.4,2026
Omarion Hampton,19,19,RB,RB,LAC,28908905,17,219,895,4.1,10,55,48,310,18.2,6.5,2,1,173,10.2,2026
Bhayshul Tuten,20,20,RB,RB,JAC,26732838,17,224,914,4.1,12,23,17,132,7.8,7.8,3,3,172,10.1,2026
Jeremiyah Love,21,21,RB,RB,ARI,29133405,17,210,945,4.5,7,56,43,382,22.5,8.9,2,3,164,9.6,2026
Quinshon Judkins,22,22,RB,RB,CLE,28878286,17,277,974,3.5,10,52,37,245,14.4,6.6,0,1,163,9.6,2026
David Montgomery,23,23,RB,RB,HOU,2261252,17,261,1008,3.9,9,30,26,211,12.4,8.1,0,2,155,9.1,2026
Jadarian Price,24,24,RB,RB,SEA,28875230,16,214,937,4.4,7,34,26,261,16.3,10,2,3,151,9.4,2026
MarShawn Lloyd,25,25,RB,RB,GB,3162514,17,244,1020,4.2,8,17,13,130,7.6,10,1,3,148,8.7,2026
J.K. Dobbins,26,26,RB,RB,DEN,2804420,17,248,1155,4.7,6,26,20,77,4.5,3.9,0,1,143,8.4,2026
Rico Dowdle,27,27,RB,RB,PIT,2252798,17,195,854,4.4,7,46,36,258,15.2,7.2,1,1,142,8.4,2026
R. Harvey,28,28,RB,RB,DEN,3121207,17,151,511,3.4,6,58,46,340,20,7.4,5,1,135,7.9,2026
Tony Pollard,29,29,RB,RB,TEN,2184011,17,224,983,4.4,6,44,34,204,12,6,0,2,134,7.9,2026
TreVeyon Henderson,30,30,RB,RB,NE,26699547,16,178,833,4.7,7,37,30,194,12.1,6.5,1,1,134,8.4,2026
Rhamondre Stevenson,31,31,RB,RB,NE,3125832,16,166,672,4.1,6,42,36,364,22.8,10.1,2,2,132,8.3,2026
Jaylen Warren,32,32,RB,RB,PIT,3126535,17,194,831,4.3,5,46,40,319,18.8,8,1,1,129,7.6,2026
Jordan Mason,33,33,RB,RB,MIN,2967536,17,193,903,4.7,7,21,18,80,4.7,4.4,0,1,126,7.4,2026
Jonathon Brooks,34,35,RB,RB,CAR,26730706,17,208,847,4.1,6,29,23,202,11.9,8.8,1,2,125,7.4,2026
Jacory Croskey-Merritt,35,34,RB,RB,WAS,3126952,17,181,855,4.7,8,13,10,74,4.4,7.4,0,2,125,7.4,2026
Kenneth Gainwell,36,36,RB,RB,TB,2968948,17,123,538,4.4,4,71,60,450,26.5,7.5,3,1,122,7.2,2026
Kyle Monangai,37,37,RB,RB,CHI,3177368,17,212,879,4.2,5,38,23,206,12.1,9,0,1,121,7.1,2026
Chuba Hubbard,38,38,RB,RB,CAR,2865693,17,174,760,4.4,5,44,34,214,12.6,6.3,2,2,118,6.9,2026
Blake Corum,39,39,RB,RB,LAR,3169252,17,179,898,5,6,8,6,33,1.9,5.5,0,1,116,6.8,2026
Rachaad White,40,40,RB,RB,WAS,3169147,17,147,719,4.9,6,28,25,169,9.9,6.8,1,1,111,6.5,2026
Chris Rodriguez Jr.,41,41,RB,RB,JAC,2964667,17,177,694,3.9,8,3,2,23,1.4,11.5,0,1,108,6.4,2026
Aaron Jones,42,42,RB,RB,MIN,2071937,17,160,683,4.3,3,53,38,275,16.2,7.2,1,2,100,5.9,2026
Woody Marks,43,43,RB,RB,HOU,3171045,17,155,583,3.8,3,33,21,184,10.8,8.8,3,1,94,5.5,2026
Mike Washington Jr.,44,44,RB,RB,LV,26693539,17,164,610,3.7,4,36,28,231,13.6,8.3,1,2,93,5.5,2026
Josh Jacobs,45,45,RB,RB,GB,2257876,14,127,500,3.9,6,27,22,174,12.4,7.9,1,1,90,6.4,2026
Tank Bigsby,46,47,RB,RB,PHI,3162021,17,126,667,5.3,5,6,4,37,2.2,9.3,0,1,87,5.1,2026
Kaelon Black,47,46,RB,RB,SF,3162599,17,152,593,3.9,5,17,13,126,7.4,9.7,1,2,87,5.1,2026
Tyjae Spears,48,48,RB,RB,TEN,3122588,17,92,347,3.8,4,56,50,327,19.2,6.5,1,1,79,4.6,2026
Zach Charbonnet,49,49,RB,RB,SEA,3123810,13,111,438,4,6,20,17,131,10.1,7.7,0,1,75,5.8,2026
Justice Hill,50,50,RB,RB,BAL,2250388,17,64,362,5.7,3,32,26,226,13.3,8.7,2,0,74,4.4,2026
Braelon Allen,51,52,RB,RB,NYJ,26726580,17,123,520,4.2,4,21,15,111,6.5,7.4,1,3,72,4.2,2026
Malik Davis,52,51,RB,RB,DAL,2773009,17,115,553,4.8,4,17,9,75,4.4,8.3,0,1,72,4.2,2026
Brian Robinson Jr.,53,53,RB,RB,ATL,2741207,17,119,527,4.4,4,6,4,24,1.4,6,0,1,69,4.1,2026
Tyler Allgeier,54,54,RB,RB,ARI,2975590,17,129,453,3.5,5,18,17,101,5.9,5.9,0,1,68,4,2026
Tyrone Tracy Jr.,55,55,RB,RB,NYG,2963637,17,123,524,4.3,2,24,19,147,8.6,7.7,1,1,66,3.9,2026
Dylan Sampson,56,56,RB,RB,CLE,28912068,17,105,287,2.7,2,50,40,319,18.8,8,3,3,65,3.8,2026
T. Johnson,57,57,RB,RB,BUF,2179323,17,54,215,4,2,34,26,294,17.3,11.3,3,0,64,3.8,2026
Christopher Brooks,58,58,RB,RB,GB,2962350,17,118,538,4.6,2,17,13,93,5.5,7.2,0,1,60,3.5,2026
Alvin Kamara,59,59,RB,RB,NO,2082721,16,111,425,3.8,2,36,29,209,13.1,7.2,0,1,58,3.6,2026
Samaje Perine,60,61,RB,RB,CIN,2131148,17,96,437,4.6,4,21,17,131,7.7,7.7,0,3,58,3.4,2026
Isiah Pacheco,61,60,RB,RB,DET,2966551,13,114,477,4.2,2,27,20,123,9.5,6.2,1,1,58,4.5,2026
Emanuel Wilson,62,62,RB,RB,SEA,29104952,16,99,402,4.1,3,13,11,75,4.7,6.8,0,0,54,3.4,2026
Keaton Mitchell,63,63,RB,RB,LAC,3164710,17,109,478,4.4,2,14,11,72,4.2,6.6,0,1,52,3.1,2026
Najee Harris,64,64,RB,RB,NYG,2741200,17,84,370,4.4,3,13,10,85,5,8.5,0,0,51,3,2026
George Holani,65,65,RB,RB,SEA,3131661,16,132,459,3.5,3,14,9,73,4.6,8.1,0,4,50,3.1,2026
Kimani Vidal,66,66,RB,RB,LAC,3163421,17,87,336,3.9,2,22,16,145,8.5,9.1,1,0,48,2.8,2026
Adam Randall,67,67,RB,RB,BAL,28878514,13,62,339,5.5,2,17,13,141,10.8,10.9,1,1,47,3.6,2026
Jaylen Wright,68,68,RB,RB,MIA,26698774,17,104,384,3.7,2,12,7,49,2.9,7,0,2,39,2.3,2026
Brashard Smith,69,69,RB,RB,KC,26694196,17,53,188,3.6,1,30,21,142,8.4,6.8,1,0,30,1.8,2026
Kyle Juszczyk,70,70,RB,FB,SF,1683145,17,4,2,0.5,0,33,27,246,14.5,9.1,2,0,28,1.6,2026
Roschon Johnson,71,71,RB,RB,CHI,3121395,17,34,116,3.4,3,3,3,18,1.1,6,0,0,23,1.4,2026
LeQuint Allen,72,72,RB,RB,JAC,28877884,17,56,219,3.9,1,9,8,50,2.9,6.3,0,0,20,1.2,2026
Seth McGowan,73,73,RB,RB,IND,3161581,17,32,142,4.4,2,3,2,25,1.5,12.5,0,0,19,1.1,2026
Sean Tucker,74,74,RB,RB,TB,3168416,17,35,146,4.2,2,1,1,6,0.4,6,0,0,18,1.1,2026
Kaytron Allen,75,75,RB,RB,WAS,28875485,17,35,171,4.9,1,3,2,22,1.3,11,0,0,17,1,2026
Kendre Miller,76,76,RB,RB,NO,3162256,17,32,128,4,2,2,2,11,0.6,5.5,0,0,17,1,2026
Isaiah Davis,77,77,RB,RB,NYJ,26718641,17,31,169,5.5,1,9,7,62,3.6,8.9,0,0,15,0.9,2026
Emari Demercado,78,78,RB,RB,DAL,2964372,17,32,207,6.5,0,7,5,40,2.4,8,0,0,14,0.8,2026
Michael Burton,79,80,RB,FB,CLE,1759407,17,9,10,1.1,1,8,6,40,2.4,6.7,1,0,13,0.8,2026
Andrew Beck,80,83,RB,FB,NYJ,2131774,17,1,8,8,0,7,5,35,2.1,7,2,0,13,0.8,2026
A. Dillon,81,82,RB,RB,CAR,2867083,17,30,145,4.8,1,4,3,25,1.5,8.3,0,0,13,0.8,2026
Jacob Saylors,82,81,RB,RB,DET,2976071,17,29,136,4.7,1,5,4,40,2.4,10,0,0,13,0.8,2026
Lan Larison,83,79,RB,RB,NE,3161645,16,31,137,4.4,1,4,3,29,1.8,9.7,0,0,13,0.8,2026
Audric Estime,84,86,RB,RB,NO,26713577,17,30,122,4.1,1,3,3,24,1.4,8,0,0,12,0.7,2026
Emmett Johnson,85,84,RB,RB,KC,28877097,17,30,128,4.3,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Jonah Coleman,86,85,RB,RB,DEN,28877250,17,32,134,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Demond Claiborne,87,87,RB,RB,MIN,28883197,17,29,134,4.6,1,3,2,21,1.2,10.5,0,0,12,0.7,2026
Ameer Abdullah,88,91,RB,RB,JAC,1824308,17,17,71,4.2,1,9,8,56,3.3,7,0,0,11,0.6,2026
Devin Singletary,89,88,RB,RB,NYG,2241251,17,35,129,3.7,1,1,1,10,0.6,10,0,0,11,0.6,2026
Kene Nwangwu,90,95,RB,RB,NYJ,2261254,17,31,132,4.3,1,1,0,4,0.2,0,0,0,11,0.6,2026
D. Giddens,91,92,RB,RB,IND,26695679,17,32,135,4.2,1,2,1,12,0.7,12,0,0,11,0.6,2026
Corey Kiner,92,90,RB,RB,NE,26698879,16,31,122,3.9,1,2,1,15,0.9,15,0,0,11,0.7,2026
Raheim Sanders,93,89,RB,RB,CLE,26700087,17,29,106,3.7,1,3,2,18,1.1,9,0,0,11,0.6,2026
Nicholas Singleton,94,93,RB,RB,TEN,28876754,17,25,103,4.1,1,3,2,21,1.2,10.5,0,0,11,0.6,2026
Eli Heidenreich,95,94,RB,RB,PIT,28901170,17,29,117,4,1,3,2,21,1.2,10.5,0,0,11,0.6,2026
Zonovan Knight,96,96,RB,RB,ARI,3121860,17,26,86,3.3,1,4,3,20,1.2,6.7,0,0,11,0.6,2026
Jordan James,97,97,RB,RB,SF,28916212,16,19,75,4,1,3,2,20,1.3,10,0,0,10,0.6,2026
Isaac Guerendo,98,98,RB,RB,SF,2964154,13,25,122,4.9,1,3,3,29,2.2,9.7,0,0,10,0.8,2026
Ollie Gordon II,99,99,RB,RB,MIA,28873887,17,31,81,2.6,1,1,1,4,0.2,4,0,0,9,0.5,2026
Rasheen Ali,100,100,RB,RB,BAL,3168797,17,13,46,3.5,0,9,7,57,3.4,8.1,1,0,9,0.5,2026
