name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Kyren Williams,17,17,RB,RB,LAR,3121836,15,184,870,4.7,8,37,30,216,14.4,7.2,3,2,154,10.3,2026
Chuba Hubbard,18,18,RB,RB,CAR,2865693,15,186,791,4.3,7,44,35,237,15.8,6.8,5,2,153,10.2,2026
Bucky Irving,19,19,RB,RB,TB,26693770,15,218,912,4.2,6,48,44,331,22.1,7.5,2,3,150,10,2026
Cam Skattebo,20,20,RB,RB,NYG,26697012,15,213,917,4.3,6,44,36,265,17.7,7.4,2,2,146,9.7,2026
Jacory Croskey-Merritt,21,21,RB,RB,WAS,3126952,15,208,928,4.5,10,14,11,55,3.7,5,0,2,141,9.4,2026
David Montgomery,22,22,RB,RB,HOU,2261252,15,227,794,3.5,9,29,25,196,13.1,7.8,1,1,140,9.3,2026
Quinshon Judkins,23,23,RB,RB,CLE,28878286,15,234,787,3.4,8,52,42,299,19.9,7.1,0,1,137,9.1,2026
Jeremiyah Love,24,24,RB,RB,ARI,29133405,15,169,738,4.4,7,51,38,305,20.3,8,1,2,133,8.9,2026
Travis Etienne,25,25,RB,RB,NO,2809206,15,173,687,4,4,62,47,317,21.1,6.7,4,1,130,8.7,2026
Jadarian Price,26,26,RB,RB,SEA,28875230,15,199,864,4.3,6,31,24,233,15.5,9.7,1,4,127,8.5,2026
Rhamondre Stevenson,27,27,RB,RB,NE,3125832,15,170,692,4.1,6,42,34,308,20.5,9.1,2,3,126,8.4,2026
Jaylen Warren,28,29,RB,RB,PIT,3126535,15,170,732,4.3,5,45,37,292,19.5,7.9,1,2,117,7.8,2026
Kyle Monangai,29,28,RB,RB,CHI,3177368,15,187,840,4.5,5,33,24,213,14.2,8.9,0,1,117,7.8,2026
TreVeyon Henderson,30,30,RB,RB,NE,26699547,15,158,737,4.7,6,30,24,143,9.5,6,1,1,112,7.5,2026
Aaron Jones,31,31,RB,RB,MIN,2071937,15,169,747,4.4,4,41,28,208,13.9,7.4,1,1,106,7.1,2026
J.K. Dobbins,32,32,RB,RB,DEN,2804420,15,200,907,4.5,4,16,13,51,3.4,3.9,0,1,106,7.1,2026
Tony Pollard,33,33,RB,RB,TEN,2184011,15,187,847,4.5,4,37,29,158,10.5,5.5,0,2,104,6.9,2026
Blake Corum,34,34,RB,RB,LAR,3169252,15,170,862,5.1,4,7,5,34,2.3,6.8,0,1,100,6.7,2026
Kaelon Black,35,35,RB,RB,SF,3162599,15,170,661,3.9,5,15,12,109,7.3,9.1,1,2,94,6.3,2026
Rico Dowdle,36,37,RB,RB,PIT,2252798,14,127,529,4.2,5,38,28,203,14.5,7.3,1,1,89,6.4,2026
Jordan Mason,37,36,RB,RB,MIN,2967536,12,144,699,4.9,5,12,11,50,4.2,4.6,0,1,89,7.4,2026
Kenneth Gainwell,38,38,RB,RB,TB,2968948,15,103,428,4.2,3,57,48,330,22,6.9,2,1,87,5.8,2026
MarShawn Lloyd,39,39,RB,RB,GB,3162514,14,172,689,4,4,14,10,87,6.2,8.7,1,4,85,6.1,2026
Chris Rodriguez Jr.,40,41,RB,RB,JAC,2964667,15,132,518,3.9,7,2,1,15,1,15,0,1,83,5.5,2026
R. Harvey,41,40,RB,RB,DEN,3121207,15,90,322,3.6,4,44,36,271,18.1,7.5,3,1,83,5.5,2026
Josh Jacobs,42,42,RB,RB,GB,2257876,11,115,441,3.8,5,24,19,158,14.4,8.3,1,1,78,7.1,2026
Zach Charbonnet,43,43,RB,RB,SEA,3123810,13,111,454,4.1,6,21,17,135,10.4,7.9,0,1,75,5.8,2026
Braelon Allen,44,46,RB,RB,NYJ,26726580,15,112,429,3.8,5,16,11,81,5.4,7.4,1,2,69,4.6,2026
Jonah Coleman,45,44,RB,RB,DEN,28877250,14,100,419,4.2,4,29,22,184,13.1,8.4,1,2,69,4.9,2026
Rachaad White,46,45,RB,RB,WAS,3169147,15,101,478,4.7,3,26,24,162,10.8,6.8,1,1,69,4.6,2026
Emanuel Wilson,47,47,RB,RB,SEA,29104952,15,137,558,4.1,3,15,11,75,5,6.8,0,1,67,4.5,2026
Tyjae Spears,48,48,RB,RB,TEN,3122588,15,79,324,4.1,3,50,43,308,20.5,7.2,0,0,65,4.3,2026
Woody Marks,49,49,RB,RB,HOU,3171045,15,111,414,3.7,2,31,22,143,9.5,6.5,2,1,61,4.1,2026
Brian Robinson Jr.,50,50,RB,RB,ATL,2741207,14,108,464,4.3,4,5,4,24,1.7,6,0,1,60,4.3,2026
Alvin Kamara,51,51,RB,RB,NO,2082721,15,103,375,3.6,2,44,36,223,14.9,6.2,1,1,59,3.9,2026
Samaje Perine,52,52,RB,RB,CIN,2131148,15,85,372,4.4,4,21,17,155,10.3,9.1,0,1,58,3.9,2026
Emmett Johnson,53,54,RB,RB,KC,28877097,15,97,398,4.1,3,16,13,128,8.5,9.9,1,1,58,3.9,2026
Tyler Allgeier,54,53,RB,RB,ARI,2975590,15,122,418,3.4,4,18,18,99,6.6,5.5,0,1,58,3.9,2026
Tank Bigsby,55,55,RB,RB,PHI,3162021,15,80,391,4.9,4,6,5,29,1.9,5.8,0,0,55,3.7,2026
Mike Washington Jr.,56,56,RB,RB,LV,26693539,15,104,383,3.7,2,24,18,143,9.5,7.9,1,1,52,3.5,2026
Adam Randall,57,57,RB,RB,BAL,28878514,13,62,334,5.4,3,16,12,137,10.5,11.4,1,1,52,4,2026
Dylan Sampson,58,59,RB,RB,CLE,28912068,12,74,210,2.8,1,39,31,279,23.3,9,2,2,46,3.8,2026
Keaton Mitchell,59,58,RB,RB,LAC,3164710,15,98,426,4.4,2,10,8,64,4.3,8,0,1,46,3.1,2026
Justice Hill,60,60,RB,RB,BAL,2250388,15,56,266,4.8,2,22,19,154,10.3,8.1,1,0,44,2.9,2026
Devin Singletary,61,61,RB,RB,NYG,2241251,15,68,250,3.7,2,9,8,58,3.9,7.3,1,0,35,2.3,2026
Kyle Juszczyk,62,62,RB,FB,SF,1683145,15,3,2,0.7,0,31,26,250,16.7,9.6,3,0,34,2.3,2026
Jaylen Wright,63,63,RB,RB,MIA,26698774,14,88,317,3.6,2,7,4,28,2,7,0,1,33,2.4,2026
Jonathon Brooks,64,64,RB,RB,CAR,26730706,10,70,270,3.9,2,14,11,113,11.3,10.3,0,1,33,3.3,2026
Christopher Brooks,65,65,RB,RB,GB,2962350,14,63,269,4.3,1,13,9,65,4.6,7.2,0,0,26,1.9,2026
Najee Harris,66,67,RB,RB,NYG,2741200,15,55,238,4.3,1,10,8,60,4,7.5,0,0,23,1.5,2026
George Holani,67,66,RB,RB,SEA,3131661,15,63,219,3.5,2,10,7,40,2.7,5.7,0,1,23,1.5,2026
D. Herman,68,68,RB,RB,MIA,26734114,15,0,0,0,0,34,21,284,18.9,13.5,0,0,19,1.3,2026
Seth McGowan,69,70,RB,RB,IND,3161581,15,28,125,4.5,2,4,3,23,1.5,7.7,0,0,17,1.1,2026
Sean Tucker,70,69,RB,RB,TB,3168416,15,29,122,4.2,2,1,1,5,0.3,5,0,0,17,1.1,2026
T. Johnson,71,72,RB,RB,BUF,2179323,15,13,53,4.1,1,11,8,99,6.6,12.4,1,0,16,1.1,2026
A. Dillon,72,73,RB,RB,CAR,2867083,15,51,202,4,1,6,5,43,2.9,8.6,0,1,16,1.1,2026
LeQuint Allen,73,71,RB,RB,JAC,28877884,15,51,193,3.8,1,9,7,40,2.7,5.7,0,0,16,1.1,2026
Isaiah Davis,74,75,RB,RB,NYJ,26718641,15,28,155,5.5,1,8,6,54,3.6,9,0,0,15,1,2026
Kaleb Johnson,75,74,RB,RB,GB,28875572,14,49,179,3.7,1,1,1,8,0.6,8,0,0,15,1.1,2026
Kendre Miller,76,76,RB,RB,NO,3162256,15,26,98,3.8,2,1,1,5,0.3,5,0,0,15,1,2026
Michael Burton,77,80,RB,FB,CLE,1759407,15,8,8,1,1,7,6,38,2.5,6.3,1,0,12,0.8,2026
Andrew Beck,78,78,RB,FB,NYJ,2131774,15,1,6,6,0,5,3,26,1.7,8.7,2,0,12,0.8,2026
Kaytron Allen,79,77,RB,RB,WAS,28875485,15,31,148,4.8,1,2,1,15,1,15,0,0,12,0.8,2026
Demond Claiborne,80,79,RB,RB,MIN,28883197,15,32,144,4.5,1,3,2,21,1.4,10.5,0,0,12,0.8,2026
D. Giddens,81,81,RB,RB,IND,26695679,15,28,126,4.5,1,1,1,9,0.6,9,0,0,11,0.7,2026
Sione Vaki,82,83,RB,RB,DET,28877349,15,44,183,4.2,0,3,2,23,1.5,11.5,0,0,10,0.7,2026
Eli Heidenreich,83,82,RB,RB,PIT,28901170,15,29,115,4,1,4,3,29,1.9,9.7,0,0,10,0.7,2026
Isaac Guerendo,84,85,RB,RB,SF,2964154,13,25,123,4.9,1,3,3,29,2.2,9.7,0,0,10,0.8,2026
Kimani Vidal,85,84,RB,RB,LAC,3163421,15,27,109,4,1,2,2,14,0.9,7,0,0,10,0.7,2026
Raheim Sanders,86,90,RB,RB,CLE,26700087,15,26,95,3.7,1,5,4,34,2.3,8.5,0,0,9,0.6,2026
Audric Estime,87,91,RB,RB,NO,26713577,15,26,100,3.9,1,3,3,24,1.6,8,0,0,9,0.6,2026
Nicholas Singleton,88,88,RB,RB,TEN,28876754,15,22,89,4.1,1,2,2,17,1.1,8.5,0,0,9,0.6,2026
Emari Demercado,89,86,RB,RB,DAL,2964372,15,31,175,5.7,0,6,4,35,2.3,8.8,0,0,9,0.6,2026
Jacob Saylors,90,87,RB,RB,DET,2976071,15,17,81,4.8,1,2,2,19,1.3,9.5,0,0,9,0.6,2026
Roschon Johnson,91,89,RB,RB,CHI,3121395,15,26,75,2.9,1,3,2,14,0.9,7,0,0,9,0.6,2026
Zonovan Knight,92,92,RB,RB,ARI,3121860,15,24,86,3.6,1,3,2,18,1.2,9,0,0,9,0.6,2026
Ollie Gordon II,93,93,RB,RB,MIA,28873887,15,30,74,2.5,1,1,1,4,0.3,4,0,0,8,0.5,2026
James Conner,94,94,RB,RB,ARI,2071585,13,20,68,3.4,1,3,3,21,1.6,7,0,0,7,0.5,2026
Ray Davis,95,96,RB,RB,BUF,3123108,15,32,146,4.6,0,2,2,16,1.1,8,0,0,6,0.4,2026
Rasheen Ali,96,95,RB,RB,BAL,3168797,15,9,30,3.3,0,6,5,36,2.4,7.2,1,0,6,0.4,2026
Jaleel McLaughlin,97,97,RB,RB,CLE,26725939,15,26,126,4.9,0,3,2,8,0.5,4,0,0,5,0.3,2026
Tyrone Tracy Jr.,98,98,RB,RB,NYG,2963637,15,30,125,4.2,0,2,2,12,0.8,6,0,0,5,0.3,2026
Kene Nwangwu,99,100,RB,RB,NYJ,2261254,15,28,115,4.1,0,1,0,3,0.2,0,0,0,4,0.3,2026
Corey Kiner,100,99,RB,RB,NE,26698879,15,30,114,3.8,0,2,1,14,0.9,14,0,0,4,0.3,2026
