name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Bucky Irving,17,17,RB,RB,TB,26693770,17,264,1025,3.9,6,51,44,401,23.6,9.1,3,1,179,10.5,2026
Jeremiyah Love,18,18,RB,RB,ARI,29133405,17,214,1013,4.7,8,54,42,352,20.7,8.4,2,3,173,10.2,2026
Javonte Williams,19,19,RB,RB,DAL,2961719,17,234,1089,4.7,10,42,29,140,8.2,4.8,1,2,169,9.9,2026
Travis Etienne,20,20,RB,RB,NO,2809206,17,230,908,4,5,64,46,351,20.6,7.6,5,1,168,9.9,2026
Bhayshul Tuten,21,21,RB,RB,JAC,26732838,17,235,931,4,11,22,16,127,7.5,7.9,3,3,167,9.8,2026
Kenneth Walker III,22,22,RB,RB,KC,3121372,17,229,1066,4.7,7,52,45,344,20.2,7.6,0,1,165,9.7,2026
Rico Dowdle,23,23,RB,RB,PIT,2252798,17,212,925,4.4,8,48,37,264,15.5,7.1,2,1,160,9.4,2026
Jadarian Price,24,24,RB,RB,SEA,28875230,17,228,978,4.3,8,27,20,222,13.1,11.1,1,3,152,8.9,2026
TreVeyon Henderson,25,26,RB,RB,NE,26699547,17,194,948,4.9,8,41,34,208,12.2,6.1,1,1,151,8.9,2026
Quinshon Judkins,26,25,RB,RB,CLE,28878286,17,272,944,3.5,9,43,31,217,12.8,7,0,1,151,8.9,2026
David Montgomery,27,27,RB,RB,HOU,2261252,17,246,946,3.9,8,30,26,204,12,7.9,0,1,145,8.5,2026
Chuba Hubbard,28,28,RB,RB,CAR,2865693,17,212,860,4.1,6,44,34,220,12.9,6.5,3,2,141,8.3,2026
R. Harvey,29,29,RB,RB,DEN,3121207,17,164,583,3.6,6,59,47,341,20.1,7.3,5,1,141,8.3,2026
Tony Pollard,30,30,RB,RB,TEN,2184011,17,227,993,4.4,7,43,34,215,12.6,6.3,0,3,139,8.2,2026
Rhamondre Stevenson,31,31,RB,RB,NE,3125832,17,174,744,4.3,7,41,34,334,19.6,9.8,2,3,138,8.1,2026
J.K. Dobbins,32,32,RB,RB,DEN,2804420,17,236,1081,4.6,6,25,20,74,4.4,3.7,0,1,137,8.1,2026
Jaylen Warren,33,33,RB,RB,PIT,3126535,17,194,835,4.3,5,46,39,315,18.5,8.1,2,1,137,8.1,2026
Jordan Mason,34,34,RB,RB,MIN,2967536,17,195,906,4.7,7,21,18,82,4.8,4.6,0,1,126,7.4,2026
Jacory Croskey-Merritt,35,35,RB,RB,WAS,3126952,17,180,860,4.8,8,13,9,72,4.2,8,0,2,125,7.4,2026
Kyle Monangai,36,36,RB,RB,CHI,3177368,17,205,850,4.2,5,36,23,202,11.9,8.8,0,1,118,6.9,2026
Aaron Jones,37,37,RB,RB,MIN,2071937,17,167,706,4.2,4,54,39,298,17.5,7.6,2,2,116,6.8,2026
Kenneth Gainwell,38,38,RB,RB,TB,2968948,17,123,534,4.3,4,71,60,439,25.8,7.3,2,1,115,6.8,2026
Rachaad White,39,39,RB,RB,WAS,3169147,17,145,711,4.9,6,28,25,170,10,6.8,1,1,113,6.6,2026
Jonathon Brooks,40,40,RB,RB,CAR,26730706,17,194,748,3.9,5,25,20,175,10.3,8.8,1,2,109,6.4,2026
Blake Corum,41,41,RB,RB,LAR,3169252,17,162,822,5.1,5,8,6,35,2.1,5.8,0,1,102,6,2026
Chris Rodriguez Jr.,42,42,RB,RB,JAC,2964667,17,172,672,3.9,7,3,2,22,1.3,11,0,1,99,5.8,2026
Tyrone Tracy Jr.,43,43,RB,RB,NYG,2963637,17,143,612,4.3,3,42,31,249,14.6,8,2,1,97,5.7,2026
Alvin Kamara,44,45,RB,RB,NO,2082721,17,146,549,3.8,4,44,36,262,15.4,7.3,1,1,93,5.5,2026
Woody Marks,45,44,RB,RB,HOU,3171045,17,150,561,3.7,3,32,21,178,10.5,8.5,3,1,93,5.5,2026
Zach Charbonnet,46,46,RB,RB,SEA,3123810,17,127,507,4,7,25,20,161,9.5,8.1,0,1,88,5.2,2026
Kaelon Black,47,47,RB,RB,SF,3162599,17,152,593,3.9,5,17,13,128,7.5,9.9,1,2,87,5.1,2026
Jordan James,48,49,RB,RB,SF,28916212,17,125,493,3.9,4,31,24,233,13.7,9.7,1,2,82,4.8,2026
Isiah Pacheco,49,48,RB,RB,DET,2966551,17,147,616,4.2,3,35,26,155,9.1,6,1,1,82,4.8,2026
Tyjae Spears,50,50,RB,RB,TEN,3122588,17,93,348,3.7,4,56,50,328,19.3,6.6,1,1,79,4.6,2026
Brian Robinson Jr.,51,51,RB,RB,ATL,2741207,17,125,569,4.6,5,6,5,27,1.6,5.4,0,1,78,4.6,2026
Malik Davis,52,52,RB,RB,DAL,2773009,17,115,554,4.8,4,17,9,75,4.4,8.3,0,0,74,4.4,2026
James Conner,53,55,RB,RB,ARI,2071585,17,85,307,3.6,3,42,36,262,15.4,7.3,2,0,70,4.1,2026
Justice Hill,54,54,RB,RB,BAL,2250388,17,64,325,5.1,3,37,30,253,14.9,8.4,2,0,70,4.1,2026
Tyler Allgeier,55,53,RB,RB,ARI,2975590,17,126,465,3.7,5,17,16,91,5.4,5.7,0,1,70,4.1,2026
Braelon Allen,56,56,RB,RB,NYJ,26726580,17,112,435,3.9,5,19,13,98,5.8,7.5,1,3,69,4.1,2026
Emari Demercado,57,57,RB,RB,KC,2964372,17,100,598,6,2,25,17,130,7.6,7.7,1,3,69,4.1,2026
Adam Randall,58,58,RB,RB,BAL,28878514,17,81,442,5.5,3,21,16,175,10.3,10.9,1,1,68,4,2026
Dylan Sampson,59,59,RB,RB,CLE,28912068,17,103,280,2.7,2,44,36,314,18.5,8.7,3,2,67,3.9,2026
Emanuel Wilson,60,60,RB,RB,SEA,29104952,17,128,532,4.2,3,17,14,94,5.5,6.7,0,1,66,3.9,2026
T. Johnson,61,62,RB,RB,BUF,2179323,17,52,224,4.3,2,33,24,275,16.2,11.5,3,0,64,3.8,2026
A. Dillon,62,61,RB,RB,CAR,2867083,17,123,510,4.2,3,18,16,136,8,8.5,1,5,64,3.8,2026
Christopher Brooks,63,63,RB,RB,GB,2962350,17,123,548,4.5,2,19,15,104,6.1,6.9,0,1,61,3.6,2026
Samaje Perine,64,64,RB,RB,CIN,2131148,17,96,443,4.6,4,22,17,132,7.8,7.8,0,3,59,3.5,2026
Tank Bigsby,65,65,RB,RB,PHI,3162021,17,88,465,5.3,3,5,3,30,1.8,10,0,0,57,3.4,2026
Jawhar Jordan,66,66,RB,RB,HOU,3121704,17,90,383,4.3,2,27,22,173,10.2,7.9,1,1,56,3.3,2026
Keaton Mitchell,67,67,RB,RB,LAC,3164710,17,108,496,4.6,2,14,11,72,4.2,6.6,0,1,54,3.2,2026
Mike Washington Jr.,68,68,RB,RB,LV,26693539,17,97,340,3.5,2,28,22,183,10.8,8.3,1,1,53,3.1,2026
Kimani Vidal,69,69,RB,RB,LAC,3163421,17,87,349,4,2,22,16,146,8.6,9.1,1,0,51,3,2026
Jaylen Wright,70,70,RB,RB,MIA,26698774,17,104,383,3.7,2,12,7,48,2.8,6.9,0,2,39,2.3,2026
Kyle Juszczyk,71,71,RB,FB,SF,1683145,17,4,2,0.5,0,33,27,256,15.1,9.5,2,0,30,1.8,2026
Brashard Smith,72,72,RB,RB,KC,26694196,17,50,179,3.6,1,30,21,142,8.4,6.8,1,0,28,1.6,2026
Sean Tucker,73,73,RB,RB,TB,3168416,17,34,145,4.3,3,1,1,6,0.4,6,0,0,24,1.4,2026
Devin Neal,74,75,RB,RB,NO,26703005,17,45,180,4,2,7,5,35,2.1,7,0,0,23,1.4,2026
Roschon Johnson,75,74,RB,RB,CHI,3121395,17,34,115,3.4,3,3,3,17,1,5.7,0,0,23,1.4,2026
Frank Gore Jr.,76,76,RB,RB,BUF,3172189,17,37,174,4.7,2,4,3,26,1.5,8.7,0,0,23,1.4,2026
Phil Mafah,77,77,RB,RB,DAL,26695049,17,32,142,4.4,2,5,4,34,2,8.5,0,0,19,1.1,2026
Jerome Ford,78,79,RB,RB,WAS,2966543,17,35,194,5.5,1,10,8,46,2.7,5.8,0,0,19,1.1,2026
Seth McGowan,79,78,RB,RB,IND,3161581,17,32,142,4.4,2,3,2,25,1.5,12.5,0,0,19,1.1,2026
Isaiah Davis,80,80,RB,RB,NYJ,26718641,17,31,171,5.5,1,9,7,61,3.6,8.7,0,0,18,1.1,2026
Kaytron Allen,81,81,RB,RB,WAS,28875485,17,35,171,4.9,1,3,2,22,1.3,11,0,0,17,1,2026
Austin Ekeler,82,83,RB,RB,WAS,2820090,17,35,150,4.3,1,8,6,61,3.6,10.2,0,0,14,0.8,2026
T. Chandler,83,85,RB,RB,NO,2867472,17,51,138,2.7,1,14,12,58,3.4,4.8,0,0,14,0.8,2026
Jam Miller,84,82,RB,RB,NE,28875653,17,34,156,4.6,1,3,2,25,1.5,12.5,0,0,14,0.8,2026
Isaac Guerendo,85,84,RB,RB,SF,2964154,17,33,160,4.9,1,4,4,37,2.2,9.3,0,0,14,0.8,2026
Michael Burton,86,86,RB,FB,CLE,1759407,17,9,9,1,1,8,6,38,2.2,6.3,1,0,13,0.8,2026
Andrew Beck,87,87,RB,FB,NYJ,2131774,17,1,8,8,0,7,5,35,2.1,7,2,0,13,0.8,2026
Dameon Pierce,88,88,RB,RB,PHI,2964236,17,35,161,4.6,1,1,0,0,0,0,0,0,13,0.8,2026
Jeremy McNichols,89,95,RB,RB,WAS,2139987,17,17,88,5.2,1,9,7,53,3.1,7.6,0,0,12,0.7,2026
Donovan Edwards,90,90,RB,RB,MIA,26697211,17,31,130,4.2,1,3,2,19,1.1,9.5,0,0,12,0.7,2026
Jarquez Hunter,91,89,RB,RB,LAR,26700820,17,33,148,4.5,1,2,1,14,0.8,14,0,0,12,0.7,2026
Najee Harris,92,91,RB,RB,LAC,2741200,17,28,126,4.5,1,3,2,18,1.1,9,0,0,12,0.7,2026
Salvon Ahmed,93,100,RB,RB,CHI,2815163,17,35,152,4.3,1,2,1,12,0.7,12,0,0,12,0.7,2026
Carlos Washington Jr.,94,94,RB,RB,MIA,2867377,17,31,130,4.2,1,3,2,19,1.1,9.5,0,0,12,0.7,2026
Emmett Johnson,95,92,RB,RB,KC,28877097,17,30,126,4.2,1,3,2,23,1.4,11.5,0,0,12,0.7,2026
Jonah Coleman,96,96,RB,RB,DEN,28877250,17,32,134,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Demond Claiborne,97,99,RB,RB,MIN,28883197,17,29,133,4.6,1,3,2,21,1.2,10.5,0,0,12,0.7,2026
MarShawn Lloyd,98,93,RB,RB,GB,3162514,17,34,137,4,1,2,1,12,0.7,12,0,0,12,0.7,2026
Israel Abanikanda,99,98,RB,RB,DAL,3163291,17,32,146,4.6,1,2,1,14,0.8,14,0,0,12,0.7,2026
Deuce Vaughn,100,97,RB,RB,DEN,3168666,17,32,143,4.5,1,2,1,9,0.5,9,0,0,12,0.7,2026
